Plate,Experiment,Group,Filename,Sample,Workspace,Compensation Source,Plot Title,Gate,X Parameter,Y Parameter,Count,Volume,Concentration,%Total,%Gated,X Mean,Y Mean,X Median,Y Median,X Peak,Y Peak,X SD,Y SD,X %CV,Y %CV,X rSD,Y rSD,X %rCV,Y %rCV
d021624-0min-TrunV-R4,0min,0min,A1.fcs,A1,Experiment,None,N/A,All Events,N/A,N/A,10000,14,714.286,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d021624-0min-TrunV-R4,0min,0min,A1.fcs,A1,Experiment,None,,cell,FSC-H,SSC-H,9539,14,681.357,95.390,95.390,529164,113617,505359,106900,447381,86969,144639.66,41772.85,27.33,36.77,142286.60,32384.43,28.16,30.29
d021624-0min-TrunV-R4,0min,0min,A1.fcs,A1,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,5521,14,394.357,55.210,99.928,487933,496936,478414,483987,457720,486406,110553.15,125680.15,22.66,25.29,113189.09,130184.14,23.66,26.90
d021624-0min-TrunV-R4,0min,0min,A1.fcs,A1,Experiment,None,,single cell,FSC-H,FSC-A,5525,14,394.643,55.250,55.250,488192,497197,478525,484052,457720,486406,110935.39,126015.28,22.72,25.35,113282.50,130347.22,23.67,26.93
d021624-0min-TrunV-R4,0min,0min,A1.fcs,A1,Experiment,None,,CTA1-GFP,BL1-H,,5521,14,394.357,55.210,55.210,3213,N/A,2969,N/A,3144,N/A,1504.55,N/A,46.83,N/A,1263.18,N/A,42.55,N/A
d021624-0min-TrunV-R4,0min,0min,A1.fcs,A1,Experiment,None,,single cell,FSC-H,FSC-W,5525,14,394.643,55.250,57.920,488192,87,478525,86,457720,86,110935.39,8.11,22.72,9.31,113282.50,7.41,23.67,8.62
d021624-0min-TrunV-R4,0min,0min,A1.fcs,A1,Experiment,None,,cell,FSC-H,FSC-W,9539,14,681.357,95.390,95.390,529164,103,505359,94,447381,86,144639.66,30.22,27.33,29.32,142286.60,16.31,28.16,17.35
d021624-0min-TrunV-R4,0min,0min,A1.fcs,A1,Experiment,None,,Voltage,BL1-H,,4551,14,325.071,45.510,45.510,4610,N/A,4318,N/A,3627,N/A,1095.89,N/A,23.77,N/A,1024.48,N/A,23.73,N/A
d021624-0min-TrunV-R4,0min,0min,A2.fcs,A2,Experiment,None,N/A,All Events,N/A,N/A,30000,42,714.286,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d021624-0min-TrunV-R4,0min,0min,A2.fcs,A2,Experiment,None,,cell,FSC-H,SSC-H,28225,42,672.024,94.083,94.083,547090,119946,522959,114360,492565,121798,147001.99,40816.99,26.87,34.03,146562.42,32758.05,28.03,28.64
