Plate,Experiment,Group,Filename,Sample,Workspace,Compensation Source,Plot Title,Gate,X Parameter,Y Parameter,Count,Volume,Concentration,%Total,%Gated,X Mean,Y Mean,X Median,Y Median,X Peak,Y Peak,X SD,Y SD,X %CV,Y %CV,X rSD,Y rSD,X %rCV,Y %rCV
d072721-0min-0Pi-M4S7-R2,0min,0min,A1.fcs,A1,Experiment,None,N/A,All Events,N/A,N/A,30000,38,789.474,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d072721-0min-0Pi-M4S7-R2,0min,0min,A1.fcs,A1,Experiment,None,,cell,FSC-H,SSC-H,28947,38,761.763,96.490,96.490,470658,129708,436599,120892,394168,130058,150030.09,49172.31,31.88,37.91,133712.73,38268.87,30.63,31.66
d072721-0min-0Pi-M4S7-R2,0min,0min,A1.fcs,A1,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,16342,38,430.053,54.473,99.939,438672,455540,418011,428747,394184,392231,113603.53,134839.93,25.90,29.60,103953.98,125779.33,24.87,29.34
d072721-0min-0Pi-M4S7-R2,0min,0min,A1.fcs,A1,Experiment,None,,single cell,FSC-H,FSC-A,16352,38,430.316,54.507,54.507,438830,455770,418094,428854,394184,392231,113832.75,135158.67,25.94,29.66,104057.76,125931.30,24.89,29.36
d072721-0min-0Pi-M4S7-R2,0min,0min,A1.fcs,A1,Experiment,None,,CTA1-GFP,BL1-H,,16342,38,430.053,54.473,54.473,8684,N/A,7516,N/A,8400,N/A,4805.46,N/A,55.34,N/A,3715.40,N/A,49.43,N/A
d072721-0min-0Pi-M4S7-R2,0min,0min,A1.fcs,A1,Experiment,None,,single cell,FSC-H,FSC-W,16352,38,430.316,54.507,56.489,438830,86,418094,84,394184,86,113832.75,7.70,25.94,9.00,104057.76,7.41,24.89,8.82
d072721-0min-0Pi-M4S7-R2,0min,0min,A1.fcs,A1,Experiment,None,,cell,FSC-H,FSC-W,28947,38,761.763,96.490,96.490,470658,103,436599,92,394168,86,150030.09,41.68,31.88,40.44,133712.73,14.83,30.63,16.12
d072721-0min-0Pi-M4S7-R2,0min,0min,A2.fcs,A2,Experiment,None,N/A,All Events,N/A,N/A,30000,47,638.298,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d072721-0min-0Pi-M4S7-R2,0min,0min,A2.fcs,A2,Experiment,None,,cell,FSC-H,SSC-H,28951,47,615.979,96.503,96.503,453782,129978,423165,121098,371730,125949,141777.75,49124.43,31.24,37.79,125150.71,36199.16,29.57,29.89
d072721-0min-0Pi-M4S7-R2,0min,0min,A2.fcs,A2,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,17053,47,362.830,56.843,99.965,429571,447097,409645,421050,371736,383927,108735.33,128962.88,25.31,28.84,101767.14,122505.75,24.84,29.10
d072721-0min-0Pi-M4S7-R2,0min,0min,A2.fcs,A2,Experiment,None,,single cell,FSC-H,FSC-A,17059,47,362.957,56.863,56.863,429686,447262,409694,421132,371736,383927,108888.80,129239.08,25.34,28.90,101860.55,122557.64,24.86,29.10
d072721-0min-0Pi-M4S7-R2,0min,0min,A2.fcs,A2,Experiment,None,,CTA1-GFP,BL1-H,,17053,47,362.830,56.843,56.843,3576,N/A,2938,N/A,4145,N/A,2493.79,N/A,69.74,N/A,1614.55,N/A,54.95,N/A
d072721-0min-0Pi-M4S7-R2,0min,0min,A2.fcs,A2,Experiment,None,,single cell,FSC-H,FSC-W,17059,47,362.957,56.863,58.924,429686,86,409694,84,371736,86,108888.80,7.48,25.34,8.73,101860.55,7.41,24.86,8.82
d072721-0min-0Pi-M4S7-R2,0min,0min,A2.fcs,A2,Experiment,None,,cell,FSC-H,FSC-W,28951,47,615.979,96.503,96.503,453782,101,423165,91,371730,86,141777.75,39.77,31.24,39.40,125150.71,13.34,29.57,14.66
d072721-0min-0Pi-M4S7-R2,0min,0min,A3.fcs,A3,Experiment,None,N/A,All Events,N/A,N/A,30000,83,361.446,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d072721-0min-0Pi-M4S7-R2,0min,0min,A3.fcs,A3,Experiment,None,,cell,FSC-H,SSC-H,28690,83,345.663,95.633,95.633,508416,127300,472902,117868,424983,117788,151033.88,46424.03,29.71,36.47,137732.05,35648.38,29.12,30.24
