Plate,Experiment,Group,Filename,Sample,Workspace,Compensation Source,Plot Title,Gate,X Parameter,Y Parameter,Count,Volume,Concentration,%Total,%Gated,X Mean,Y Mean,X Median,Y Median,X Peak,Y Peak,X SD,Y SD,X %CV,Y %CV,X rSD,Y rSD,X %rCV,Y %rCV
d012224-0min-PC-veri-R1,0min,0min,A1.fcs,A1,Experiment,None,N/A,All Events,N/A,N/A,10000,12,833.333,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d012224-0min-PC-veri-R1,0min,0min,A1.fcs,A1,Experiment,None,,cell,FSC-H,SSC-H,9545,12,795.417,95.450,95.450,539730,115352,513027,107911,494491,107465,150918.14,42610.10,27.96,36.94,148606.93,32799.56,28.97,30.40
d012224-0min-PC-veri-R1,0min,0min,A1.fcs,A1,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,5056,12,421.333,50.560,99.941,489173,500578,479504,485948,451700,435295,109925.06,126315.66,22.47,25.23,109756.13,128632.60,22.89,26.47
d012224-0min-PC-veri-R1,0min,0min,A1.fcs,A1,Experiment,None,,single cell,FSC-H,FSC-A,5059,12,421.583,50.590,50.590,489374,500792,479584,485981,451700,435295,110207.36,126591.92,22.52,25.28,109875.48,128863.14,22.91,26.52
d012224-0min-PC-veri-R1,0min,0min,A1.fcs,A1,Experiment,None,,CTA1-GFP,BL1-H,,5056,12,421.333,50.560,50.560,2891,N/A,2672,N/A,3255,N/A,1356.13,N/A,46.92,N/A,1110.47,N/A,41.57,N/A
d012224-0min-PC-veri-R1,0min,0min,A1.fcs,A1,Experiment,None,,single cell,FSC-H,FSC-W,5059,12,421.583,50.590,53.002,489374,89,479584,87,451700,86,110207.36,7.73,22.52,8.70,109875.48,7.41,22.91,8.52
d012224-0min-PC-veri-R1,0min,0min,A1.fcs,A1,Experiment,None,,cell,FSC-H,FSC-W,9545,12,795.417,95.450,95.450,539730,107,513027,98,494491,86,150918.14,31.39,27.96,29.34,148606.93,19.27,28.97,19.67
d012224-0min-PC-veri-R1,0min,0min,A1.fcs,A1,Experiment,None,,Voltage,BL1-H,,4002,12,333.500,40.020,40.020,4596,N/A,4275,N/A,3260,N/A,1102.93,N/A,24.00,N/A,1057.09,N/A,24.73,N/A
d012224-0min-PC-veri-R1,0min,0min,A2.fcs,A2,Experiment,None,N/A,All Events,N/A,N/A,30000,33,909.091,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d012224-0min-PC-veri-R1,0min,0min,A2.fcs,A2,Experiment,None,,cell,FSC-H,SSC-H,28287,33,857.182,94.290,94.290,544655,120447,518882,114229,490509,117842,151223.90,42023.36,27.77,34.89,149945.71,33729.15,28.90,29.53
d012224-0min-PC-veri-R1,0min,0min,A2.fcs,A2,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,13756,33,416.848,45.853,99.964,484125,498272,477285,485914,490509,474158,106900.40,127173.62,22.08,25.52,106893.23,130973.62,22.40,26.95
d012224-0min-PC-veri-R1,0min,0min,A2.fcs,A2,Experiment,None,,single cell,FSC-H,FSC-A,13761,33,417.000,45.870,45.870,484214,498384,477317,485958,490509,474158,107046.04,127316.98,22.11,25.55,106935.49,131027.74,22.40,26.96
d012224-0min-PC-veri-R1,0min,0min,A2.fcs,A2,Experiment,None,,CTA1-GFP,BL1-H,,13756,33,416.848,45.853,45.853,122,N/A,114,N/A,96,N/A,57.18,N/A,46.85,N/A,44.48,N/A,39.02,N/A
d012224-0min-PC-veri-R1,0min,0min,A2.fcs,A2,Experiment,None,,single cell,FSC-H,FSC-W,13761,33,417.000,45.870,48.648,484214,88,477317,87,490509,86,107046.04,7.76,22.11,8.80,106935.49,7.41,22.40,8.52
d012224-0min-PC-veri-R1,0min,0min,A2.fcs,A2,Experiment,None,,cell,FSC-H,FSC-W,28287,33,857.182,94.290,94.290,544655,111,518882,100,490509,86,151223.90,35.06,27.77,31.72,149945.71,22.24,28.90,22.24
d012224-0min-PC-veri-R1,0min,0min,A2.fcs,A2,Experiment,None,,Voltage,BL1-H,,5,33,0.152,0.017,0.017,4315,N/A,3838,N/A,3254,N/A,1153.88,N/A,26.74,N/A,865.84,N/A,22.56,N/A
d012224-0min-PC-veri-R1,0min,0min,B1.fcs,B1,Experiment,None,N/A,All Events,N/A,N/A,30000,178,168.539,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d012224-0min-PC-veri-R1,0min,0min,B1.fcs,B1,Experiment,None,,cell,FSC-H,SSC-H,24334,178,136.708,81.113,81.113,396655,100342,371931,90972,238591,83042,187509.73,53101.70,47.27,52.92,204313.40,48125.20,54.93,52.90
d012224-0min-PC-veri-R1,0min,0min,B1.fcs,B1,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,12222,178,68.663,40.740,99.992,425180,428146,417518,415348,281622,299998,114171.75,125438.78,26.85,29.30,134176.04,143258.45,32.14,34.49
d012224-0min-PC-veri-R1,0min,0min,B1.fcs,B1,Experiment,None,,single cell,FSC-H,FSC-A,12223,178,68.669,40.743,40.743,425213,428179,417526,415374,281622,299998,114223.31,125484.94,26.86,29.31,134190.12,143291.80,32.14,34.50
d012224-0min-PC-veri-R1,0min,0min,B1.fcs,B1,Experiment,None,,CTA1-GFP,BL1-H,,12222,178,68.663,40.740,40.740,3329,N/A,309,N/A,153,N/A,5056.81,N/A,151.89,N/A,293.55,N/A,95.00,N/A
d012224-0min-PC-veri-R1,0min,0min,B1.fcs,B1,Experiment,None,,single cell,FSC-H,FSC-W,12223,178,68.669,40.743,50.230,425213,87,417526,85,281622,86,114223.31,7.30,26.86,8.44,134190.12,7.41,32.14,8.72
d012224-0min-PC-veri-R1,0min,0min,B1.fcs,B1,Experiment,None,,cell,FSC-H,FSC-W,24334,178,136.708,81.113,81.113,396655,91,371931,86,238591,86,187509.73,19.03,47.27,20.86,204313.40,11.86,54.93,13.79
d012224-0min-PC-veri-R1,0min,0min,B1.fcs,B1,Experiment,None,,Voltage,BL1-H,,3005,178,16.882,10.017,10.017,5513,N/A,5538,N/A,7645,N/A,1264.18,N/A,22.93,N/A,1593.79,N/A,28.78,N/A
d012224-0min-PC-veri-R1,0min,0min,B2.fcs,B2,Experiment,None,N/A,All Events,N/A,N/A,30000,44,681.818,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d012224-0min-PC-veri-R1,0min,0min,B2.fcs,B2,Experiment,None,,cell,FSC-H,SSC-H,27600,44,627.273,92.000,92.000,560363,125584,532582,118587,498747,121807,155983.04,44367.42,27.84,35.33,156856.11,35391.89,29.45,29.84
d012224-0min-PC-veri-R1,0min,0min,B2.fcs,B2,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,13378,44,304.045,44.593,99.978,488837,505512,482658,493435,498722,474168,104114.49,124703.78,21.30,24.67,101945.06,126553.25,21.12,25.65
d012224-0min-PC-veri-R1,0min,0min,B2.fcs,B2,Experiment,None,,single cell,FSC-H,FSC-A,13381,44,304.114,44.603,44.603,488913,505601,482661,493450,498722,474168,104229.33,124833.86,21.32,24.69,101971.74,126599.21,21.13,25.66
d012224-0min-PC-veri-R1,0min,0min,B2.fcs,B2,Experiment,None,,CTA1-GFP,BL1-H,,13378,44,304.045,44.593,44.593,127,N/A,119,N/A,97,N/A,53.40,N/A,42.08,N/A,47.44,N/A,39.87,N/A
d012224-0min-PC-veri-R1,0min,0min,B2.fcs,B2,Experiment,None,,single cell,FSC-H,FSC-W,13381,44,304.114,44.603,48.482,488913,89,482661,88,498722,86,104229.33,7.72,21.32,8.68,101971.74,7.41,21.13,8.42
d012224-0min-PC-veri-R1,0min,0min,B2.fcs,B2,Experiment,None,,cell,FSC-H,FSC-W,27600,44,627.273,92.000,92.000,560363,111,532582,101,498747,86,155983.04,33.91,27.84,30.54,156856.11,22.24,29.45,22.02
d012224-0min-PC-veri-R1,0min,0min,B2.fcs,B2,Experiment,None,,Voltage,BL1-H,,0,44,0.000,0.000,0.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d012224-0min-PC-veri-R1,0min,0min,C1.fcs,C1,Experiment,None,N/A,All Events,N/A,N/A,30000,34,882.353,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d012224-0min-PC-veri-R1,0min,0min,C1.fcs,C1,Experiment,None,,cell,FSC-H,SSC-H,27871,34,819.735,92.903,92.903,551680,122679,523446,115402,453600,119862,153558.16,43799.54,27.83,35.70,150867.89,34039.01,28.82,29.50
d012224-0min-PC-veri-R1,0min,0min,C1.fcs,C1,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,13810,34,406.176,46.033,99.964,483445,498009,475614,484911,474190,473865,103239.34,122864.01,21.35,24.67,101700.43,124759.31,21.38,25.73
d012224-0min-PC-veri-R1,0min,0min,C1.fcs,C1,Experiment,None,,single cell,FSC-H,FSC-A,13815,34,406.324,46.050,46.050,483572,498139,475641,484965,474190,473865,103437.16,123032.38,21.39,24.70,101725.63,124790.44,21.39,25.73
d012224-0min-PC-veri-R1,0min,0min,C1.fcs,C1,Experiment,None,,CTA1-GFP,BL1-H,,13810,34,406.176,46.033,46.033,2820,N/A,2613,N/A,2702,N/A,1323.09,N/A,46.92,N/A,1104.54,N/A,42.27,N/A
