Plate,Experiment,Group,Filename,Sample,Workspace,Compensation Source,Plot Title,Gate,X Parameter,Y Parameter,Count,Volume,Concentration,%Total,%Gated,X Mean,Y Mean,X Median,Y Median,X Peak,Y Peak,X SD,Y SD,X %CV,Y %CV,X rSD,Y rSD,X %rCV,Y %rCV
d022624-0min-ash1-KOs-R3,0min,0min,A1.fcs,A1,Experiment,None,N/A,All Events,N/A,N/A,10000,10,1000.000,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d022624-0min-ash1-KOs-R3,0min,0min,A1.fcs,A1,Experiment,None,,cell,FSC-H,SSC-H,9680,10,968.000,96.800,96.800,516576,110335,495000,103934,414875,99333,142904.17,41031.68,27.66,37.19,137634.94,32040.47,27.81,30.83
d022624-0min-ash1-KOs-R3,0min,0min,A1.fcs,A1,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,5093,10,509.300,50.930,100.000,474336,488980,465524,476475,429053,416506,107759.28,122554.19,22.72,25.06,107107.47,122281.88,23.01,25.66
d022624-0min-ash1-KOs-R3,0min,0min,A1.fcs,A1,Experiment,None,,single cell,FSC-H,FSC-A,5093,10,509.300,50.930,50.930,474336,488980,465524,476475,429053,416506,107759.28,122554.19,22.72,25.06,107107.47,122281.88,23.01,25.66
d022624-0min-ash1-KOs-R3,0min,0min,A1.fcs,A1,Experiment,None,,CTA1-GFP,BL1-H,,5093,10,509.300,50.930,50.930,2835,N/A,2631,N/A,2976,N/A,1328.61,N/A,46.86,N/A,1165.32,N/A,44.29,N/A
d022624-0min-ash1-KOs-R3,0min,0min,A1.fcs,A1,Experiment,None,,single cell,FSC-H,FSC-W,5093,10,509.300,50.930,52.614,474336,88,465524,87,429053,86,107759.28,7.41,22.72,8.42,107107.47,7.41,23.01,8.52
d022624-0min-ash1-KOs-R3,0min,0min,A1.fcs,A1,Experiment,None,,cell,FSC-H,FSC-W,9680,10,968.000,96.800,96.800,516576,106,495000,97,414875,86,142904.17,32.50,27.66,30.52,137634.94,17.79,27.81,18.34
d022624-0min-ash1-KOs-R3,0min,0min,A1.fcs,A1,Experiment,None,,Voltage,BL1-H,,3801,10,380.100,38.010,38.010,4545,N/A,4244,N/A,3259,N/A,1081.06,N/A,23.79,N/A,978.52,N/A,23.06,N/A
d022624-0min-ash1-KOs-R3,0min,0min,A2.fcs,A2,Experiment,None,N/A,All Events,N/A,N/A,30000,36,833.333,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d022624-0min-ash1-KOs-R3,0min,0min,A2.fcs,A2,Experiment,None,,cell,FSC-H,SSC-H,28039,36,778.861,93.463,93.463,549966,120107,528304,113205,457750,119761,153239.75,43759.90,27.86,36.43,156117.78,34424.49,29.55,30.41
d022624-0min-ash1-KOs-R3,0min,0min,A2.fcs,A2,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,13400,36,372.222,44.667,99.948,486039,504698,476222,490119,457708,427074,109088.37,129283.06,22.44,25.62,110413.67,133265.72,23.19,27.19
