Replicate,Plate,Group,Sample,Count,median,peak,sd,cv,rCV
Rep1-0Pi-Ctrl,d071021-60min-0Pi-S7Y1-R1,60min,D9,13934,7788,8388,4081.91,48.13,42.5
Rep1-0Pi-Ctrl,d071021-60min-0Pi-S7Y1-R1,60min,D11,14720,5190,6223,3744.65,62.87,51.08
Rep1-0Pi-Ctrl,d071021-60min-0Pi-S7Y1-R1,60min,E9,14230,7703,10006,5098.85,58.69,44.64
Rep1-0Pi-Ctrl,d071021-60min-0Pi-S7Y1-R1,60min,E11,13033,6216,7362,5323.07,72.1,51.38
Rep1-0Pi-Ctrl,d071021-60min-0Pi-S7Y1-R1,60min,F9,13276,11463,12838,6439.77,51.54,40.57
Rep1-0Pi-Ctrl,d071021-60min-0Pi-S7Y1-R1,60min,F11,11509,8501,9480,6407.64,65.29,49.13
Rep1-0Pi-Ctrl,d071021-60min-0Pi-S7Y1-R1,60min,G9,13058,11465,11640,4935.42,40.36,39.7
Rep1-0Pi-Ctrl,d071021-60min-0Pi-S7Y1-R1,60min,G11,11918,7890,9142,4499.15,51.87,45.79
Rep1-0Pi-Ctrl,d071021-60min-0Pi-S7Y1-R1,60min,H9,13057,11705,12583,4961.53,40.13,39.61
Rep1-0Pi-Ctrl,d071021-60min-0Pi-S7Y1-R1,60min,H11,11790,7839,8830,4191.65,49.04,45.51
Rep2-0Pi-Ctrl,d071621-60min-0Pi-S7Y1-R2,60min,A9,13958,11968,11863,5177.42,40.36,39.1
Rep2-0Pi-Ctrl,d071621-60min-0Pi-S7Y1-R2,60min,A10,15542,7904,8115,3461.79,41.11,39.69
Rep2-0Pi-Ctrl,d071621-60min-0Pi-S7Y1-R2,60min,A11,13273,9423,9486,4489.42,44.06,42.03
Rep2-0Pi-Ctrl,d071621-60min-0Pi-S7Y1-R2,60min,A12,12755,5878,6316,3043.28,47.74,45.48
Rep2-0Pi-Ctrl,d071621-60min-0Pi-S7Y1-R2,60min,B9,13319,11497,14482,5718.91,46.24,47.64
Rep2-0Pi-Ctrl,d071621-60min-0Pi-S7Y1-R2,60min,B10,14984,8613,10190,3713.24,40.46,39.03
Rep2-0Pi-Ctrl,d071621-60min-0Pi-S7Y1-R2,60min,B11,12709,9403,10379,4764.76,46.69,45.9
Rep2-0Pi-Ctrl,d071621-60min-0Pi-S7Y1-R2,60min,B12,13091,6113,7604,3048.48,46.2,43.61
Rep2-0Pi-Ctrl,d071621-60min-0Pi-S7Y1-R2,60min,C9,13863,8329,9314,3526.66,39.78,38.2
Rep2-0Pi-Ctrl,d071621-60min-0Pi-S7Y1-R2,60min,C11,12874,6301,7845,3168.56,46.38,43.65
Rep2-0Pi-Ctrl,d071621-60min-0Pi-S7Y1-R2,60min,D9,14707,7793,8687,4017.08,47.21,40.58
Rep2-0Pi-Ctrl,d071621-60min-0Pi-S7Y1-R2,60min,D11,13082,6383,6604,4172.45,58.03,46.12
Rep2-0Pi-Ctrl,d071621-60min-0Pi-S7Y1-R2,60min,E9,14875,7257,7725,3367.6,42.82,39.78
Rep2-0Pi-Ctrl,d071621-60min-0Pi-S7Y1-R2,60min,E11,13669,5961,6140,3232.67,49.71,44.52
Rep2-0Pi-Ctrl,d071621-60min-0Pi-S7Y1-R2,60min,F9,13754,11427,13633,5238.93,42.8,39.44
Rep2-0Pi-Ctrl,d071621-60min-0Pi-S7Y1-R2,60min,F11,12927,8742,9652,4726.67,49.25,43.38
Rep2-0Pi-Ctrl,d071621-60min-0Pi-S7Y1-R2,60min,G9,13549,11637,11411,4854.88,39.25,39.25
Rep2-0Pi-Ctrl,d071621-60min-0Pi-S7Y1-R2,60min,G11,12674,8472,9150,4191.24,45.76,42.69
Rep2-0Pi-Ctrl,d071621-60min-0Pi-S7Y1-R2,60min,H9,13409,11666,11637,4896.13,39.59,39.52
Rep2-0Pi-Ctrl,d071621-60min-0Pi-S7Y1-R2,60min,H11,12911,8123,8682,4104.99,46.62,43.4
Rep1-H2O2-Rep3-0Pi,d071721-60min-0Pi-S7Y1-R3,60min,A9,13418,60803,87781,35686.68,60.59,69.37
Rep1-H2O2-Rep3-0Pi,d071721-60min-0Pi-S7Y1-R3,60min,A10,15752,4778,5886,3544.58,62.7,57.95
Rep1-H2O2-Rep3-0Pi,d071721-60min-0Pi-S7Y1-R3,60min,A11,13136,15361,16779,6166.16,38.06,37.45
Rep1-H2O2-Rep3-0Pi,d071721-60min-0Pi-S7Y1-R3,60min,A12,14122,9211,10197,4076.76,41.12,40.33
Rep1-H2O2-Rep3-0Pi,d071721-60min-0Pi-S7Y1-R3,60min,B9,11991,69201,75299,22590.47,32.17,31.93
Rep1-H2O2-Rep3-0Pi,d071721-60min-0Pi-S7Y1-R3,60min,B10,15208,5090,7253,3669.41,61.44,57.17
Rep1-H2O2-Rep3-0Pi,d071721-60min-0Pi-S7Y1-R3,60min,B11,13521,14915,16785,5872.41,37.38,36.38
Rep1-H2O2-Rep3-0Pi,d071721-60min-0Pi-S7Y1-R3,60min,B12,14430,9398,9479,4164.52,41.34,40.42
Rep1-H2O2-Rep3-0Pi,d071721-60min-0Pi-S7Y1-R3,60min,C9,15162,5381,8406,5090.15,76.07,62.72
Rep1-H2O2-Rep3-0Pi,d071721-60min-0Pi-S7Y1-R3,60min,C11,13647,9258,8842,4620.92,45.66,41.8
Rep1-H2O2-Rep3-0Pi,d071721-60min-0Pi-S7Y1-R3,60min,D9,16003,5148,7023,4053.79,66.23,58.9
Rep1-H2O2-Rep3-0Pi,d071721-60min-0Pi-S7Y1-R3,60min,D11,14324,8774,10010,3953.4,41.87,40.4
Rep1-H2O2-Rep3-0Pi,d071721-60min-0Pi-S7Y1-R3,60min,E9,15846,5210,5651,4071.12,65.39,60.84
Rep1-H2O2-Rep3-0Pi,d071721-60min-0Pi-S7Y1-R3,60min,E11,14974,8961,8843,3982.92,41.29,40.43
Rep1-H2O2-Rep3-0Pi,d071721-60min-0Pi-S7Y1-R3,60min,F9,13922,8281,7989,6332.84,64.58,56.87
Rep1-H2O2-Rep3-0Pi,d071721-60min-0Pi-S7Y1-R3,60min,F11,12362,13504,15428,6417.94,44.29,40.41
Rep1-H2O2-Rep3-0Pi,d071721-60min-0Pi-S7Y1-R3,60min,G9,14973,7371,8393,5000.57,58.68,54.31
Rep1-H2O2-Rep3-0Pi,d071721-60min-0Pi-S7Y1-R3,60min,G11,13338,13169,14791,5775.43,41.15,40.23
Rep1-H2O2-Rep3-0Pi,d071721-60min-0Pi-S7Y1-R3,60min,H9,13980,7766,8690,5056.66,56.9,52.61
Rep1-H2O2-Rep3-0Pi,d071721-60min-0Pi-S7Y1-R3,60min,H11,12973,13596,15101,5851.24,40.66,39.56
Rep2-H2O2-Rep4-0Pi,d072021-60min-H2O2-S7Y1-R2,60min,A9,14206,61360,71536,25119.4,41.39,36.36
Rep2-H2O2-Rep4-0Pi,d072021-60min-H2O2-S7Y1-R2,60min,A10,16390,5943,7597,3618.29,53.95,51.98
Rep2-H2O2-Rep4-0Pi,d072021-60min-H2O2-S7Y1-R2,60min,A11,14367,15348,16056,6070.18,37.45,35.95
Rep2-H2O2-Rep4-0Pi,d072021-60min-H2O2-S7Y1-R2,60min,A12,14803,10045,10386,4123.29,38.77,36.88
Rep2-H2O2-Rep4-0Pi,d072021-60min-H2O2-S7Y1-R2,60min,B9,14643,59665,66223,19719.98,32.06,30.23
Rep2-H2O2-Rep4-0Pi,d072021-60min-H2O2-S7Y1-R2,60min,B10,16084,5879,7244,3871.51,57.46,55.58
Rep2-H2O2-Rep4-0Pi,d072021-60min-H2O2-S7Y1-R2,60min,B11,15212,15129,16092,5960.37,37.45,35.07
Rep2-H2O2-Rep4-0Pi,d072021-60min-H2O2-S7Y1-R2,60min,B12,15612,9799,10586,4032.19,38.84,37.7
Rep2-H2O2-Rep4-0Pi,d072021-60min-H2O2-S7Y1-R2,60min,C9,16996,6273,8109,5089.9,67.74,59.78
Rep2-H2O2-Rep4-0Pi,d072021-60min-H2O2-S7Y1-R2,60min,C11,15268,9340,10387,4272.33,42.36,39.15
Rep2-H2O2-Rep4-0Pi,d072021-60min-H2O2-S7Y1-R2,60min,D9,16493,6083,8118,4449.86,62.64,57.28
Rep2-H2O2-Rep4-0Pi,d072021-60min-H2O2-S7Y1-R2,60min,D11,15641,9064,9313,4416.4,44.98,40.53
Rep2-H2O2-Rep4-0Pi,d072021-60min-H2O2-S7Y1-R2,60min,E9,17454,6274,7353,4707.38,63.78,59.08
Rep2-H2O2-Rep4-0Pi,d072021-60min-H2O2-S7Y1-R2,60min,E11,15965,9466,9645,4448.79,43.65,40.17
Rep2-H2O2-Rep4-0Pi,d072021-60min-H2O2-S7Y1-R2,60min,F9,16170,9467,12340,5408.38,52.09,51.01
Rep2-H2O2-Rep4-0Pi,d072021-60min-H2O2-S7Y1-R2,60min,F11,15185,13095,12846,5386.98,38.68,37.72
Rep2-H2O2-Rep4-0Pi,d072021-60min-H2O2-S7Y1-R2,60min,G9,15900,10037,12347,5964.13,53.45,52.47
Rep2-H2O2-Rep4-0Pi,d072021-60min-H2O2-S7Y1-R2,60min,G11,14606,13796,15740,5757.34,39.3,38.05
Rep2-H2O2-Rep4-0Pi,d072021-60min-H2O2-S7Y1-R2,60min,H9,16374,9615,10776,5414.76,51.42,50.98
Rep2-H2O2-Rep4-0Pi,d072021-60min-H2O2-S7Y1-R2,60min,H11,14402,13842,16451,5704.05,38.91,37.37
Rep3-H2O2-Ctrl,d072221-60min-H2O2-S7Y1-R3,60min,A9,13879,64010,83349,34730.21,56.43,60.85
Rep3-H2O2-Ctrl,d072221-60min-H2O2-S7Y1-R3,60min,A10,16210,5209,6805,4004.7,64.28,59.35
Rep3-H2O2-Ctrl,d072221-60min-H2O2-S7Y1-R3,60min,A11,14138,11590,11203,5200.17,42.05,40.58
Rep3-H2O2-Ctrl,d072221-60min-H2O2-S7Y1-R3,60min,A12,13225,6132,7480,3331.05,49.57,45.53
Rep3-H2O2-Ctrl,d072221-60min-H2O2-S7Y1-R3,60min,B9,14381,69497,79179,22821.22,32.03,31.66
Rep3-H2O2-Ctrl,d072221-60min-H2O2-S7Y1-R3,60min,B10,16826,5135,6413,3799.9,62.26,57.45
Rep3-H2O2-Ctrl,d072221-60min-H2O2-S7Y1-R3,60min,B11,13553,12543,13096,5263.56,39.76,38.3
Rep3-H2O2-Ctrl,d072221-60min-H2O2-S7Y1-R3,60min,B12,12988,6299,7478,3423.84,49.38,45.16
Rep3-H2O2-Ctrl,d072221-60min-H2O2-S7Y1-R3,60min,C9,16732,5673,6916,4428.75,65.16,59.94
Rep3-H2O2-Ctrl,d072221-60min-H2O2-S7Y1-R3,60min,C11,14260,6972,8538,3746.43,48.75,44.64
Rep3-H2O2-Ctrl,d072221-60min-H2O2-S7Y1-R3,60min,D9,17095,5429,6916,3948.4,61.81,56.47
Rep3-H2O2-Ctrl,d072221-60min-H2O2-S7Y1-R3,60min,D11,14313,6671,7602,3544.09,48.24,44.29
Rep3-H2O2-Ctrl,d072221-60min-H2O2-S7Y1-R3,60min,E9,17622,5405,6612,4056.23,62.88,57.55
Rep3-H2O2-Ctrl,d072221-60min-H2O2-S7Y1-R3,60min,E11,14174,6504,7017,3483.85,48.71,44.99
Rep3-H2O2-Ctrl,d072221-60min-H2O2-S7Y1-R3,60min,F9,15293,7880,9312,5152.73,56.9,53.85
Rep3-H2O2-Ctrl,d072221-60min-H2O2-S7Y1-R3,60min,F11,12947,8924,9152,4580.33,47.19,43.54
Rep3-H2O2-Ctrl,d072221-60min-H2O2-S7Y1-R3,60min,G9,15606,7839,8685,5045.61,56.09,53.14
Rep3-H2O2-Ctrl,d072221-60min-H2O2-S7Y1-R3,60min,G11,13103,9037,8838,4344.98,44.59,43.11
Rep3-H2O2-Ctrl,d072221-60min-H2O2-S7Y1-R3,60min,H9,15102,8031,8833,5065.74,55.36,52.08
Rep3-H2O2-Ctrl,d072221-60min-H2O2-S7Y1-R3,60min,H11,12139,9108,9638,4651.47,47.03,42.94
Rep1-0Pi-Ctrl,d071021-90min-0Pi-S7Y1-R1,90min,A1,11776,19725,21362,8109.69,38.99,40.8
Rep1-0Pi-Ctrl,d071021-90min-0Pi-S7Y1-R1,90min,A2,12978,13288,14199,5327.74,38.31,40.17
Rep1-0Pi-Ctrl,d071021-90min-0Pi-S7Y1-R1,90min,A3,11027,8591,10188,4346.42,46.86,48.17
Rep1-0Pi-Ctrl,d071021-90min-0Pi-S7Y1-R1,90min,A4,12027,4262,5967,2573.18,53.63,53.57
Rep1-0Pi-Ctrl,d071021-90min-0Pi-S7Y1-R1,90min,B1,11887,19045,19537,7711.32,38.21,39.06
Rep1-0Pi-Ctrl,d071021-90min-0Pi-S7Y1-R1,90min,B2,13079,12639,14204,5274.57,39.61,40.59
Rep1-0Pi-Ctrl,d071021-90min-0Pi-S7Y1-R1,90min,B3,12187,10040,11865,5089.6,47.24,48.72
Rep1-0Pi-Ctrl,d071021-90min-0Pi-S7Y1-R1,90min,B4,11432,4419,5806,2596.26,52.85,53.31
Rep1-0Pi-Ctrl,d071021-90min-0Pi-S7Y1-R1,90min,C1,12877,11555,12837,5256.69,42.66,40.55
Rep1-0Pi-Ctrl,d071021-90min-0Pi-S7Y1-R1,90min,C3,11414,5497,6319,4395.78,68.88,54.86
Rep1-0Pi-Ctrl,d071021-90min-0Pi-S7Y1-R1,90min,D1,14809,9792,10009,4880.31,45.72,41.24
Rep1-0Pi-Ctrl,d071021-90min-0Pi-S7Y1-R1,90min,D3,12848,4527,6054,3619.23,68.01,56.69
Rep1-0Pi-Ctrl,d071021-90min-0Pi-S7Y1-R1,90min,E1,13554,11258,12824,5594.84,46.12,42.16
Rep1-0Pi-Ctrl,d071021-90min-0Pi-S7Y1-R1,90min,E3,11037,5861,6811,5173.76,74.56,56.03
Rep1-0Pi-Ctrl,d071021-90min-0Pi-S7Y1-R1,90min,F1,11834,17712,20449,7785.67,41.26,40.25
Rep1-0Pi-Ctrl,d071021-90min-0Pi-S7Y1-R1,90min,F3,10647,7291,8529,6034.01,70.63,54.52
Rep1-0Pi-Ctrl,d071021-90min-0Pi-S7Y1-R1,90min,G1,11540,18849,20402,7431.48,37.72,38.4
Rep1-0Pi-Ctrl,d071021-90min-0Pi-S7Y1-R1,90min,G3,10770,6710,8536,4142.58,55.64,50.33
Rep1-0Pi-Ctrl,d071021-90min-0Pi-S7Y1-R1,90min,H1,11830,18443,21865,7434.55,38.41,39.71
Rep1-0Pi-Ctrl,d071021-90min-0Pi-S7Y1-R1,90min,H3,10591,6533,7021,3883.52,53.6,51.36
Rep2-0Pi-Ctrl,d071621-90min-0Pi-S7Y1-R2,90min,A1,11828,19119,20897,8211.96,41.05,41.34
Rep2-0Pi-Ctrl,d071621-90min-0Pi-S7Y1-R2,90min,A2,12735,10995,13096,5267.62,45.85,42.93
Rep2-0Pi-Ctrl,d071621-90min-0Pi-S7Y1-R2,90min,A3,10836,8963,10020,4703.36,49.12,48.71
Rep2-0Pi-Ctrl,d071621-90min-0Pi-S7Y1-R2,90min,A4,11836,4359,5034,2780.93,57.5,53.81
Rep2-0Pi-Ctrl,d071621-90min-0Pi-S7Y1-R2,90min,B1,12404,15835,17530,8386.19,49.19,51.3
Rep2-0Pi-Ctrl,d071621-90min-0Pi-S7Y1-R2,90min,B2,12124,11213,13627,5391.37,45.95,47.28
Rep2-0Pi-Ctrl,d071621-90min-0Pi-S7Y1-R2,90min,B3,11054,8608,8990,4558.89,48.19,48.03
Rep2-0Pi-Ctrl,d071621-90min-0Pi-S7Y1-R2,90min,B4,10901,4812,6321,2857.47,54.04,53.73
Rep2-0Pi-Ctrl,d071621-90min-0Pi-S7Y1-R2,90min,C1,13882,12229,13094,4852.05,38.25,38.65
Rep2-0Pi-Ctrl,d071621-90min-0Pi-S7Y1-R2,90min,C3,11121,5420,6142,2910.49,49.89,48.99
Rep2-0Pi-Ctrl,d071621-90min-0Pi-S7Y1-R2,90min,D1,12677,11104,13910,4904.88,41.72,39.78
Rep2-0Pi-Ctrl,d071621-90min-0Pi-S7Y1-R2,90min,D3,11027,5433,7850,4178.11,66.92,54.3
Rep2-0Pi-Ctrl,d071621-90min-0Pi-S7Y1-R2,90min,E1,12963,11860,13347,5005.4,40.49,39.45
Rep2-0Pi-Ctrl,d071621-90min-0Pi-S7Y1-R2,90min,E3,11753,4824,6920,2959.58,54.7,50.13
Rep2-0Pi-Ctrl,d071621-90min-0Pi-S7Y1-R2,90min,F1,11546,16398,18688,7006.23,40.55,39.44
Rep2-0Pi-Ctrl,d071621-90min-0Pi-S7Y1-R2,90min,F3,10406,7206,8540,4802.78,59.83,49.58
Rep2-0Pi-Ctrl,d071621-90min-0Pi-S7Y1-R2,90min,G1,11221,16980,21351,7015.11,39.34,39.64
Rep2-0Pi-Ctrl,d071621-90min-0Pi-S7Y1-R2,90min,G3,10303,6673,7847,3639.72,50.01,48.95
Rep2-0Pi-Ctrl,d071621-90min-0Pi-S7Y1-R2,90min,H1,11526,17093,18284,6952.9,38.8,39.57
Rep2-0Pi-Ctrl,d071621-90min-0Pi-S7Y1-R2,90min,H3,10582,6525,7598,3509.92,49.14,48.34
Rep1-H2O2-Rep3-0Pi,d071721-90min-0Pi-S7Y1-R3,90min,A1,11600,87541,99847,47680.69,54.26,51.28
Rep1-H2O2-Rep3-0Pi,d071721-90min-0Pi-S7Y1-R3,90min,A2,15521,4714,6231,3443.16,62.37,57.52
Rep1-H2O2-Rep3-0Pi,d071721-90min-0Pi-S7Y1-R3,90min,A3,12352,20419,20429,8522.38,39.17,38.48
Rep1-H2O2-Rep3-0Pi,d071721-90min-0Pi-S7Y1-R3,90min,A4,13208,11930,11416,5247.38,40.67,39.78
Rep1-H2O2-Rep3-0Pi,d071721-90min-0Pi-S7Y1-R3,90min,B1,12567,70231,73351,27839.48,37.51,34.84
Rep1-H2O2-Rep3-0Pi,d071721-90min-0Pi-S7Y1-R3,90min,B2,16078,4860,6055,3481.79,61.17,55.63
Rep1-H2O2-Rep3-0Pi,d071721-90min-0Pi-S7Y1-R3,90min,B3,13965,19452,20421,7913.17,38.22,37.01
Rep1-H2O2-Rep3-0Pi,d071721-90min-0Pi-S7Y1-R3,90min,B4,12727,13371,12095,5694.65,39.81,40.64
Rep1-H2O2-Rep3-0Pi,d071721-90min-0Pi-S7Y1-R3,90min,C1,15513,5235,6419,4569.96,71.72,62.25
Rep1-H2O2-Rep3-0Pi,d071721-90min-0Pi-S7Y1-R3,90min,C3,13367,12083,13642,5524.85,42.65,41.18
Rep1-H2O2-Rep3-0Pi,d071721-90min-0Pi-S7Y1-R3,90min,D1,15875,5084,6232,3842.89,64.45,57.07
Rep1-H2O2-Rep3-0Pi,d071721-90min-0Pi-S7Y1-R3,90min,D3,13721,12313,12586,5313.82,40.53,39.49
Rep1-H2O2-Rep3-0Pi,d071721-90min-0Pi-S7Y1-R3,90min,E1,16069,5038,5887,3990.32,66.62,60.06
Rep1-H2O2-Rep3-0Pi,d071721-90min-0Pi-S7Y1-R3,90min,E3,12895,13040,13093,5482.58,39.61,39.69
Rep1-H2O2-Rep3-0Pi,d071721-90min-0Pi-S7Y1-R3,90min,F1,13665,8087,9145,6258.37,64.37,56.41
Rep1-H2O2-Rep3-0Pi,d071721-90min-0Pi-S7Y1-R3,90min,F3,12882,17763,16068,8232.91,42.96,40.54
Rep1-H2O2-Rep3-0Pi,d071721-90min-0Pi-S7Y1-R3,90min,G1,13607,7281,8108,5327.5,62.09,54.12
Rep1-H2O2-Rep3-0Pi,d071721-90min-0Pi-S7Y1-R3,90min,G3,12139,18191,19525,7775.7,40,39.54
Rep1-H2O2-Rep3-0Pi,d071721-90min-0Pi-S7Y1-R3,90min,H1,14519,7530,8390,5078.04,58.11,52.69
Rep1-H2O2-Rep3-0Pi,d071721-90min-0Pi-S7Y1-R3,90min,H3,11865,19331,17910,7950.94,38.83,38.54
Rep2-H2O2-Rep4-0Pi,d072021-90min-H2O2-S7Y1-R2,90min,A1,12441,85038,89968,37116.7,42.22,40.98
Rep2-H2O2-Rep4-0Pi,d072021-90min-H2O2-S7Y1-R2,90min,A2,17781,5587,5807,3372.35,53.28,51
Rep2-H2O2-Rep4-0Pi,d072021-90min-H2O2-S7Y1-R2,90min,A3,12902,20618,20432,8528.2,39.14,37.64
Rep2-H2O2-Rep4-0Pi,d072021-90min-H2O2-S7Y1-R2,90min,A4,13250,13647,15746,5635.23,39.28,38.58
Rep2-H2O2-Rep4-0Pi,d072021-90min-H2O2-S7Y1-R2,90min,B1,11792,78082,77226,29387.34,35.7,33.43
Rep2-H2O2-Rep4-0Pi,d072021-90min-H2O2-S7Y1-R2,90min,B2,15522,5632,7022,3503.22,55.01,52.57
Rep2-H2O2-Rep4-0Pi,d072021-90min-H2O2-S7Y1-R2,90min,B3,13582,20153,20431,8056.87,38,36.13
Rep2-H2O2-Rep4-0Pi,d072021-90min-H2O2-S7Y1-R2,90min,B4,12881,14722,16781,5782.65,37.49,37.91
Rep2-H2O2-Rep4-0Pi,d072021-90min-H2O2-S7Y1-R2,90min,C1,16097,6065,6231,5016.49,69.06,58.2
Rep2-H2O2-Rep4-0Pi,d072021-90min-H2O2-S7Y1-R2,90min,C3,13538,13177,14197,5427.33,39.12,37.99
Rep2-H2O2-Rep4-0Pi,d072021-90min-H2O2-S7Y1-R2,90min,D1,16181,5991,6415,4250.29,60.97,55.76
Rep2-H2O2-Rep4-0Pi,d072021-90min-H2O2-S7Y1-R2,90min,D3,14012,12123,11861,5259.2,40.66,39.66
Rep2-H2O2-Rep4-0Pi,d072021-90min-H2O2-S7Y1-R2,90min,E1,16395,5980,6508,4387.46,62.57,55.16
Rep2-H2O2-Rep4-0Pi,d072021-90min-H2O2-S7Y1-R2,90min,E3,14315,12626,14790,5401.52,40.26,39.1
Rep2-H2O2-Rep4-0Pi,d072021-90min-H2O2-S7Y1-R2,90min,F1,14107,9508,11199,5297.62,51.1,51.99
Rep2-H2O2-Rep4-0Pi,d072021-90min-H2O2-S7Y1-R2,90min,F3,13031,18762,19523,7516.29,38.01,37.27
Rep2-H2O2-Rep4-0Pi,d072021-90min-H2O2-S7Y1-R2,90min,G1,14578,9750,10382,5905.81,54.23,54.26
Rep2-H2O2-Rep4-0Pi,d072021-90min-H2O2-S7Y1-R2,90min,G3,12954,19334,19972,8052.61,39.45,37.96
Rep2-H2O2-Rep4-0Pi,d072021-90min-H2O2-S7Y1-R2,90min,H1,13746,9609,13358,5497.53,51.75,53.65
Rep2-H2O2-Rep4-0Pi,d072021-90min-H2O2-S7Y1-R2,90min,H3,13204,18906,23364,7877.7,39.35,37.57
Rep3-H2O2-Ctrl,d072221-90min-H2O2-S7Y1-R23,90min,A1,11874,96654,102377,49285.49,50.67,49.04
Rep3-H2O2-Ctrl,d072221-90min-H2O2-S7Y1-R23,90min,A2,15520,4922,5891,3456.38,60.73,56
Rep3-H2O2-Ctrl,d072221-90min-H2O2-S7Y1-R23,90min,A3,11763,9174,13370,4642.71,46.98,47.51
Rep3-H2O2-Ctrl,d072221-90min-H2O2-S7Y1-R23,90min,A4,11786,4853,5971,2792.93,51.82,51.54
Rep3-H2O2-Ctrl,d072221-90min-H2O2-S7Y1-R23,90min,B1,13263,86789,83421,33985.07,37.1,34.73
Rep3-H2O2-Ctrl,d072221-90min-H2O2-S7Y1-R23,90min,B2,16181,4956,5292,3647.03,63.5,55.19
Rep3-H2O2-Ctrl,d072221-90min-H2O2-S7Y1-R23,90min,B3,11622,10380,11861,4999.5,45.31,45.69
Rep3-H2O2-Ctrl,d072221-90min-H2O2-S7Y1-R23,90min,B4,13610,4324,5163,2621.95,53.36,50.36
Rep3-H2O2-Ctrl,d072221-90min-H2O2-S7Y1-R23,90min,C1,18404,5505,6510,5696.38,84.81,58.46
Rep3-H2O2-Ctrl,d072221-90min-H2O2-S7Y1-R23,90min,C3,12107,5639,6705,3595.08,57.29,50.8
Rep3-H2O2-Ctrl,d072221-90min-H2O2-S7Y1-R23,90min,D1,17285,5211,7720,3673.12,60.93,55.28
Rep3-H2O2-Ctrl,d072221-90min-H2O2-S7Y1-R23,90min,D3,13807,4921,6318,2799.25,51.17,50.13
Rep3-H2O2-Ctrl,d072221-90min-H2O2-S7Y1-R23,90min,E1,16089,5428,6318,4143.61,64.66,58.56
Rep3-H2O2-Ctrl,d072221-90min-H2O2-S7Y1-R23,90min,E3,14643,4613,7128,2759.21,52.95,50.11
Rep3-H2O2-Ctrl,d072221-90min-H2O2-S7Y1-R23,90min,F1,15012,7509,7020,5093.79,58.2,53.15
Rep3-H2O2-Ctrl,d072221-90min-H2O2-S7Y1-R23,90min,F3,9269,7077,9156,3759.93,48.65,47.45
Rep3-H2O2-Ctrl,d072221-90min-H2O2-S7Y1-R23,90min,G1,14339,7368,7723,4867.42,56.8,50.57
Rep3-H2O2-Ctrl,d072221-90min-H2O2-S7Y1-R23,90min,G3,11804,7030,7477,3852.15,49.89,50.1
Rep3-H2O2-Ctrl,d072221-90min-H2O2-S7Y1-R23,90min,H1,13952,7667,7359,5035.27,56.59,51.44
Rep3-H2O2-Ctrl,d072221-90min-H2O2-S7Y1-R23,90min,H3,12800,6656,7132,3862.72,52.11,49.22
Rep1-0Pi-Ctrl,d071021-120min-0Pi-SKY1-R1,120min,A5,10890,25904,22332,10848.83,39.58,39.8
Rep1-0Pi-Ctrl,d071021-120min-0Pi-SKY1-R1,120min,A6,11130,16789,18691,6953.68,39.21,40.21
Rep1-0Pi-Ctrl,d071021-120min-0Pi-SKY1-R1,120min,A7,11040,6845,8113,3765.14,49.42,47.1
Rep1-0Pi-Ctrl,d071021-120min-0Pi-SKY1-R1,120min,A8,12442,3266,4103,2001.24,54.58,49.55
Rep1-0Pi-Ctrl,d071021-120min-0Pi-SKY1-R1,120min,B5,9801,27336,26214,10601.3,36.88,36.59
Rep1-0Pi-Ctrl,d071021-120min-0Pi-SKY1-R1,120min,B6,11368,16140,17525,6828.6,40.11,40.95
Rep1-0Pi-Ctrl,d071021-120min-0Pi-SKY1-R1,120min,B7,11885,7565,8832,4047.71,48.32,45.59
Rep1-0Pi-Ctrl,d071021-120min-0Pi-SKY1-R1,120min,B8,11425,3469,4279,2177.39,55.15,51.29
Rep1-0Pi-Ctrl,d071021-120min-0Pi-SKY1-R1,120min,C5,11925,15646,16764,6786.98,40.94,39.26
Rep1-0Pi-Ctrl,d071021-120min-0Pi-SKY1-R1,120min,C7,11220,4113,4911,3808.24,75.95,58.02
Rep1-0Pi-Ctrl,d071021-120min-0Pi-SKY1-R1,120min,D5,12767,15243,16775,6670.14,41.18,40.31
Rep1-0Pi-Ctrl,d071021-120min-0Pi-SKY1-R1,120min,D7,13948,3345,4522,2927.15,72.5,52.86
Rep1-0Pi-Ctrl,d071021-120min-0Pi-SKY1-R1,120min,E5,13223,13377,14775,6558.02,45.46,42.69
Rep1-0Pi-Ctrl,d071021-120min-0Pi-SKY1-R1,120min,E7,11763,4173,4425,4486.21,84.76,59.97
Rep1-0Pi-Ctrl,d071021-120min-0Pi-SKY1-R1,120min,F5,10108,22947,23373,10180.47,41.74,40.62
Rep1-0Pi-Ctrl,d071021-120min-0Pi-SKY1-R1,120min,F7,10333,5685,8829,5562.54,79.82,57.01
Rep1-0Pi-Ctrl,d071021-120min-0Pi-SKY1-R1,120min,G5,9854,23131,23904,9790.9,39.95,40.15
Rep1-0Pi-Ctrl,d071021-120min-0Pi-SKY1-R1,120min,G7,10053,5151,6697,3485.73,59.49,50.97
Rep1-0Pi-Ctrl,d071021-120min-0Pi-SKY1-R1,120min,H5,10605,22896,23373,9936.67,40.75,40.22
Rep1-0Pi-Ctrl,d071021-120min-0Pi-SKY1-R1,120min,H7,9978,5133,6321,3317.08,56.91,50.19
