Plate,Experiment,Group,Filename,Sample,Workspace,Compensation Source,Plot Title,Gate,X Parameter,Y Parameter,Count,Volume,Concentration,%Total,%Gated,X Mean,Y Mean,X Median,Y Median,X Peak,Y Peak,X SD,Y SD,X %CV,Y %CV,X rSD,Y rSD,X %rCV,Y %rCV
d072221-0min-H2O2-S7Y1-R3,0min,0min,A1.fcs,A1,Experiment,None,N/A,All Events,N/A,N/A,30000,38,789.474,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d072221-0min-H2O2-S7Y1-R3,0min,0min,A1.fcs,A1,Experiment,None,,cell,FSC-H,SSC-H,27801,38,731.605,92.670,92.670,482290,137646,444900,124459,396319,109562,157218.00,54946.18,32.60,39.92,148544.66,42101.39,33.39,33.83
d072221-0min-H2O2-S7Y1-R3,0min,0min,A1.fcs,A1,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,17478,38,459.947,58.260,99.891,450586,466301,425450,434563,359391,396267,120520.43,141114.76,26.75,30.26,113706.52,133741.64,26.73,30.78
d072221-0min-H2O2-S7Y1-R3,0min,0min,A1.fcs,A1,Experiment,None,,single cell,FSC-H,FSC-A,17497,38,460.447,58.323,58.323,450937,466770,425646,434838,359391,396267,120963.36,141765.92,26.82,30.37,113900.74,134150.09,26.76,30.85
d072221-0min-H2O2-S7Y1-R3,0min,0min,A1.fcs,A1,Experiment,None,,CTA1-GFP,BL1-H,,17478,38,459.947,58.260,58.260,8873,N/A,7772,N/A,8993,N/A,4766.20,N/A,53.72,N/A,3591.60,N/A,46.21,N/A
d072221-0min-H2O2-S7Y1-R3,0min,0min,A1.fcs,A1,Experiment,None,,single cell,FSC-H,FSC-W,17497,38,460.447,58.323,62.937,450937,85,425646,84,359391,86,120963.36,8.64,26.82,10.12,113900.74,8.90,26.76,10.59
d072221-0min-H2O2-S7Y1-R3,0min,0min,A1.fcs,A1,Experiment,None,,cell,FSC-H,FSC-W,27801,38,731.605,92.670,92.670,482290,99,444900,90,396319,86,157218.00,35.59,32.60,36.09,148544.66,14.83,33.39,16.47
d072221-0min-H2O2-S7Y1-R3,0min,0min,A2.fcs,A2,Experiment,None,N/A,All Events,N/A,N/A,30000,38,789.474,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d072221-0min-H2O2-S7Y1-R3,0min,0min,A2.fcs,A2,Experiment,None,,cell,FSC-H,SSC-H,28422,38,747.947,94.740,94.740,474876,133739,440825,122665,381940,129985,147443.60,52318.83,31.05,39.12,134775.01,39149.53,30.57,31.92
d072221-0min-H2O2-S7Y1-R3,0min,0min,A2.fcs,A2,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,17205,38,452.763,57.350,99.959,445542,461608,422791,433477,396229,382006,115722.21,136686.80,25.97,29.61,108590.07,129961.75,25.68,29.98
