Plate,Experiment,Group,Filename,Sample,Workspace,Compensation Source,Plot Title,Gate,X Parameter,Y Parameter,Count,Volume,Concentration,%Total,%Gated,X Mean,Y Mean,X Median,Y Median,X Peak,Y Peak,X SD,Y SD,X %CV,Y %CV,X rSD,Y rSD,X %rCV,Y %rCV
d071721-120min-0Pi-SKY1-R3,120min,120min,A6.fcs,A6,Experiment,None,,single cell,FSC-H,FSC-W,16565,83,199.578,55.217,58.965,496830,89,488635,88,500783,86,114392.44,8.02,23.02,8.98,116696.93,7.41,23.88,8.42
d071721-120min-0Pi-SKY1-R3,120min,120min,A6.fcs,A6,Experiment,None,,cell,FSC-H,FSC-W,28093,83,338.470,93.643,93.643,545670,103,522792,95,500863,86,155306.50,31.92,28.46,30.88,159238.65,14.83,30.46,15.61
d071721-120min-0Pi-SKY1-R3,120min,120min,A7.fcs,A7,Experiment,None,N/A,All Events,N/A,N/A,30000,49,612.245,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d071721-120min-0Pi-SKY1-R3,120min,120min,A7.fcs,A7,Experiment,None,,cell,FSC-H,SSC-H,23048,49,470.367,76.827,76.827,611591,195778,628728,190748,642135,177207,159798.84,60871.82,26.13,31.09,164279.49,61792.54,26.13,32.39
d071721-120min-0Pi-SKY1-R3,120min,120min,A7.fcs,A7,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,10817,49,220.755,36.057,99.760,559360,588450,567752,596353,594929,615400,123965.21,147498.52,22.16,25.07,132949.19,161692.35,23.42,27.11
d071721-120min-0Pi-SKY1-R3,120min,120min,A7.fcs,A7,Experiment,None,,single cell,FSC-H,FSC-A,10843,49,221.286,36.143,36.143,559961,589264,568128,596816,594929,615400,124433.77,148259.33,22.22,25.16,133396.93,161871.75,23.48,27.12
d071721-120min-0Pi-SKY1-R3,120min,120min,A7.fcs,A7,Experiment,None,,CTA1-GFP,BL1-H,,10817,49,220.755,36.057,36.057,30062,N/A,28667,N/A,34796,N/A,11531.90,N/A,38.36,N/A,10851.15,N/A,37.85,N/A
d071721-120min-0Pi-SKY1-R3,120min,120min,A7.fcs,A7,Experiment,None,,single cell,FSC-H,FSC-W,10843,49,221.286,36.143,47.045,559961,92,568128,91,594929,86,124433.77,9.04,22.22,9.82,133396.93,8.90,23.48,9.78
d071721-120min-0Pi-SKY1-R3,120min,120min,A7.fcs,A7,Experiment,None,,cell,FSC-H,FSC-W,23048,49,470.367,76.827,76.827,611591,112,628728,104,642135,92,159798.84,37.08,26.13,33.23,164279.49,22.24,26.13,21.38
d071721-120min-0Pi-SKY1-R3,120min,120min,A8.fcs,A8,Experiment,None,N/A,All Events,N/A,N/A,30000,36,833.333,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d071721-120min-0Pi-SKY1-R3,120min,120min,A8.fcs,A8,Experiment,None,,cell,FSC-H,SSC-H,25447,36,706.861,84.823,84.823,568584,182015,579379,174308,644009,168973,164953.17,62621.55,29.01,34.40,172000.87,63096.49,29.69,36.20
d071721-120min-0Pi-SKY1-R3,120min,120min,A8.fcs,A8,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,12363,36,343.417,41.210,99.782,530537,556448,536960,562128,582559,633726,124547.32,147708.20,23.48,26.54,137606.03,164888.84,25.63,29.33
d071721-120min-0Pi-SKY1-R3,120min,120min,A8.fcs,A8,Experiment,None,,single cell,FSC-H,FSC-A,12390,36,344.167,41.300,41.300,531075,557253,537463,562471,582559,633726,124953.08,148552.26,23.53,26.66,137706.11,165126.80,25.62,29.36
