Plate,Experiment,Group,Filename,Sample,Workspace,Compensation Source,Plot Title,Gate,X Parameter,Y Parameter,Count,Volume,Concentration,%Total,%Gated,X Mean,Y Mean,X Median,Y Median,X Peak,Y Peak,X SD,Y SD,X %CV,Y %CV,X rSD,Y rSD,X %rCV,Y %rCV
d020324-0min-Swap46-R3,0min,0min,A1.fcs,A1,Experiment,None,N/A,All Events,N/A,N/A,10000,11,909.091,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d020324-0min-Swap46-R3,0min,0min,A1.fcs,A1,Experiment,None,,cell,FSC-H,SSC-H,9568,11,869.818,95.680,95.680,532201,112311,509030,104512,425176,97414,149804.32,42693.31,28.15,38.01,147922.71,31453.36,29.06,30.10
d020324-0min-Swap46-R3,0min,0min,A1.fcs,A1,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,5258,11,478.000,52.580,99.962,487717,498223,476708,481707,425067,437232,115402.77,132106.72,23.66,26.52,116450.81,133948.46,24.43,27.81
d020324-0min-Swap46-R3,0min,0min,A1.fcs,A1,Experiment,None,,single cell,FSC-H,FSC-A,5260,11,478.182,52.600,52.600,487852,498365,476768,481751,425067,437232,115587.52,132281.98,23.69,26.54,116602.78,134035.93,24.46,27.82
d020324-0min-Swap46-R3,0min,0min,A1.fcs,A1,Experiment,None,,CTA1-GFP,BL1-H,,5258,11,478.000,52.580,52.580,2864,N/A,2629,N/A,2935,N/A,1370.89,N/A,47.87,N/A,1119.36,N/A,42.58,N/A
d020324-0min-Swap46-R3,0min,0min,A1.fcs,A1,Experiment,None,,single cell,FSC-H,FSC-W,5260,11,478.182,52.600,54.975,487852,87,476768,86,425067,86,115587.52,8.45,23.69,9.72,116602.78,8.90,24.46,10.34
d020324-0min-Swap46-R3,0min,0min,A1.fcs,A1,Experiment,None,,cell,FSC-H,FSC-W,9568,11,869.818,95.680,95.680,532201,104,509030,95,425176,86,149804.32,31.30,28.15,30.01,147922.71,17.79,29.06,18.73
d020324-0min-Swap46-R3,0min,0min,A1.fcs,A1,Experiment,None,,Voltage,BL1-H,,3828,11,348.000,38.280,38.280,4598,N/A,4297,N/A,3300,N/A,1116.94,N/A,24.29,N/A,1060.06,N/A,24.67,N/A
d020324-0min-Swap46-R3,0min,0min,A2.fcs,A2,Experiment,None,N/A,All Events,N/A,N/A,30000,43,697.674,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d020324-0min-Swap46-R3,0min,0min,A2.fcs,A2,Experiment,None,,cell,FSC-H,SSC-H,28173,43,655.186,93.910,93.910,543877,122696,518956,115073,439170,121909,154809.97,44725.55,28.46,36.45,157243.07,34415.59,30.30,29.91
