Plate,Experiment,Group,Filename,Sample,Workspace,Compensation Source,Plot Title,Gate,X Parameter,Y Parameter,Count,Volume,Concentration,%Total,%Gated,X Mean,Y Mean,X Median,Y Median,X Peak,Y Peak,X SD,Y SD,X %CV,Y %CV,X rSD,Y rSD,X %rCV,Y %rCV
d020124-0min-Swap46-R1,0min,0min,A1.fcs,A1,Experiment,None,N/A,All Events,N/A,N/A,10000,7,1428.571,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d020124-0min-Swap46-R1,0min,0min,A1.fcs,A1,Experiment,None,,cell,FSC-H,SSC-H,9782,7,1397.429,97.820,97.820,479569,102133,461802,95647,480193,101365,147682.70,39351.33,30.79,38.53,137927.76,29110.85,29.87,30.44
d020124-0min-Swap46-R1,0min,0min,A1.fcs,A1,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,5648,7,806.857,56.480,100.000,450719,455558,442804,442083,443496,441175,113681.48,126783.57,25.22,27.83,116762.90,128281.96,26.37,29.02
d020124-0min-Swap46-R1,0min,0min,A1.fcs,A1,Experiment,None,,single cell,FSC-H,FSC-A,5648,7,806.857,56.480,56.480,450719,455558,442804,442083,443496,441175,113681.48,126783.57,25.22,27.83,116762.90,128281.96,26.37,29.02
d020124-0min-Swap46-R1,0min,0min,A1.fcs,A1,Experiment,None,,CTA1-GFP,BL1-H,,5648,7,806.857,56.480,56.480,3061,N/A,2848,N/A,3645,N/A,1384.50,N/A,45.22,N/A,1224.63,N/A,43.00,N/A
d020124-0min-Swap46-R1,0min,0min,A1.fcs,A1,Experiment,None,,single cell,FSC-H,FSC-W,5648,7,806.857,56.480,57.739,450719,85,442804,83,443496,86,113681.48,7.69,25.22,9.08,116762.90,7.41,26.37,8.93
d020124-0min-Swap46-R1,0min,0min,A1.fcs,A1,Experiment,None,,cell,FSC-H,FSC-W,9782,7,1397.429,97.820,97.820,479569,100,461802,90,480193,93,147682.70,32.70,30.79,32.56,137927.76,14.83,29.87,16.47
d020124-0min-Swap46-R1,0min,0min,A1.fcs,A1,Experiment,None,,Voltage,BL1-H,,4224,7,603.429,42.240,42.240,4535,N/A,4244,N/A,3442,N/A,1067.96,N/A,23.55,N/A,998.53,N/A,23.53,N/A
d020124-0min-Swap46-R1,0min,0min,A2.fcs,A2,Experiment,None,N/A,All Events,N/A,N/A,30000,20,1500.000,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d020124-0min-Swap46-R1,0min,0min,A2.fcs,A2,Experiment,None,,cell,FSC-H,SSC-H,28934,20,1446.700,96.447,96.447,500993,108679,482428,101995,482286,101427,150735.50,41477.67,30.09,38.17,146046.48,30640.15,30.27,30.04
d020124-0min-Swap46-R1,0min,0min,A2.fcs,A2,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,15292,20,764.600,50.973,99.902,460391,469687,453568,457439,476294,463861,113427.85,131809.31,24.64,28.06,117099.45,136617.14,25.82,29.87
d020124-0min-Swap46-R1,0min,0min,A2.fcs,A2,Experiment,None,,single cell,FSC-H,FSC-A,15307,20,765.350,51.023,51.023,460626,470054,453657,457614,476294,463861,113701.45,132297.49,24.68,28.15,117125.40,136728.33,25.82,29.88
d020124-0min-Swap46-R1,0min,0min,A2.fcs,A2,Experiment,None,,CTA1-GFP,BL1-H,,15292,20,764.600,50.973,50.973,3200,N/A,2986,N/A,3174,N/A,1427.96,N/A,44.62,N/A,1218.70,N/A,40.81,N/A
d020124-0min-Swap46-R1,0min,0min,A2.fcs,A2,Experiment,None,,single cell,FSC-H,FSC-W,15307,20,765.350,51.023,52.903,460626,85,453657,84,476294,86,113701.45,8.23,24.68,9.69,117125.40,8.90,25.82,10.59
d020124-0min-Swap46-R1,0min,0min,A2.fcs,A2,Experiment,None,,cell,FSC-H,FSC-W,28934,20,1446.700,96.447,96.447,500993,105,482428,93,482286,93,150735.50,37.20,30.09,35.30,146046.48,17.79,30.27,19.13
d020124-0min-Swap46-R1,0min,0min,A2.fcs,A2,Experiment,None,,Voltage,BL1-H,,13979,20,698.950,46.597,46.597,4603,N/A,4325,N/A,3350,N/A,1097.67,N/A,23.85,N/A,1055.61,N/A,24.41,N/A
d020124-0min-Swap46-R1,0min,0min,B1.fcs,B1,Experiment,None,N/A,All Events,N/A,N/A,30000,23,1304.348,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d020124-0min-Swap46-R1,0min,0min,B1.fcs,B1,Experiment,None,,cell,FSC-H,SSC-H,28797,23,1252.043,95.990,95.990,507041,112290,486869,105062,461752,109613,153372.01,43025.73,30.25,38.32,149564.69,31926.31,30.72,30.39
d020124-0min-Swap46-R1,0min,0min,B1.fcs,B1,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,15843,23,688.826,52.810,99.956,462651,471752,455114,457960,478259,394279,113054.55,131479.37,24.44,27.87,116741.40,136703.13,25.65,29.85
