Plate,Experiment,Group,Filename,Sample,Workspace,Compensation Source,Plot Title,Gate,X Parameter,Y Parameter,Count,Volume,Concentration,%Total,%Gated,X Mean,Y Mean,X Median,Y Median,X Peak,Y Peak,X SD,Y SD,X %CV,Y %CV,X rSD,Y rSD,X %rCV,Y %rCV
NA,TrunV-H2O2-TS,0min-H2O2,CTA1-GFP-yH298.fcs,CTA1-GFP-yH298,Experiment,None,N/A,All Events,N/A,N/A,30000,41,731.707,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NA,TrunV-H2O2-TS,0min-H2O2,CTA1-GFP-yH298.fcs,CTA1-GFP-yH298,Experiment,None,,cell,FSC-H,SSC-H,28162,41,686.878,93.873,93.873,517716,134444,487432,124806,435159,119825,158325.86,50644.12,30.58,37.67,159574.46,40536.51,32.74,32.48
NA,TrunV-H2O2-TS,0min-H2O2,CTA1-GFP-yH298.fcs,CTA1-GFP-yH298,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,14386,41,350.878,47.953,99.993,453612,472002,442296,455025,424860,398341,108621.35,128900.38,23.95,27.31,109899.21,133588.93,24.85,29.36
NA,TrunV-H2O2-TS,0min-H2O2,CTA1-GFP-yH298.fcs,CTA1-GFP-yH298,Experiment,None,,single cell,FSC-H,FSC-A,14387,41,350.902,47.957,47.957,453622,472025,442304,455062,424860,398341,108624.07,128925.14,23.95,27.31,109911.07,133598.57,24.85,29.36
NA,TrunV-H2O2-TS,0min-H2O2,CTA1-GFP-yH298.fcs,CTA1-GFP-yH298,Experiment,None,,CTA1-GFP,BL1-H,,14386,41,350.878,47.953,47.953,7717,N/A,6748,N/A,7020,N/A,4192.66,N/A,54.33,N/A,3120.87,N/A,46.25,N/A
NA,TrunV-H2O2-TS,0min-H2O2,CTA1-GFP-yH298.fcs,CTA1-GFP-yH298,Experiment,None,,single cell,FSC-H,FSC-W,14387,41,350.902,47.957,51.087,453622,85,442304,85,424860,86,108624.07,6.72,23.95,7.87,109911.07,7.41,24.85,8.72
NA,TrunV-H2O2-TS,0min-H2O2,CTA1-GFP-yH298.fcs,CTA1-GFP-yH298,Experiment,None,,cell,FSC-H,FSC-W,28162,41,686.878,93.873,93.873,517716,107,487432,94,435159,87,158325.86,44.96,30.58,42.11,159574.46,16.31,32.74,17.35
NA,TrunV-H2O2-TS,0min-H2O2,CTA1-GFP-yH299.fcs,CTA1-GFP-yH299,Experiment,None,N/A,All Events,N/A,N/A,30000,47,638.298,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NA,TrunV-H2O2-TS,0min-H2O2,CTA1-GFP-yH299.fcs,CTA1-GFP-yH299,Experiment,None,,cell,FSC-H,SSC-H,28073,47,597.298,93.577,93.577,521663,136507,492576,126893,414571,130031,159432.97,51240.17,30.56,37.54,164964.45,42136.97,33.49,33.21
NA,TrunV-H2O2-TS,0min-H2O2,CTA1-GFP-yH299.fcs,CTA1-GFP-yH299,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,13853,47,294.745,46.177,100.000,455356,476176,442529,458005,396255,412772,109155.67,131031.70,23.97,27.52,112753.21,139247.27,25.48,30.40
NA,TrunV-H2O2-TS,0min-H2O2,CTA1-GFP-yH299.fcs,CTA1-GFP-yH299,Experiment,None,,single cell,FSC-H,FSC-A,13853,47,294.745,46.177,46.177,455356,476176,442529,458005,396255,412772,109155.67,131031.70,23.97,27.52,112753.21,139247.27,25.48,30.40
NA,TrunV-H2O2-TS,0min-H2O2,CTA1-GFP-yH299.fcs,CTA1-GFP-yH299,Experiment,None,,CTA1-GFP,BL1-H,,13853,47,294.745,46.177,46.177,8208,N/A,7376,N/A,8993,N/A,3963.11,N/A,48.29,N/A,3128.29,N/A,42.41,N/A
NA,TrunV-H2O2-TS,0min-H2O2,CTA1-GFP-yH299.fcs,CTA1-GFP-yH299,Experiment,None,,single cell,FSC-H,FSC-W,13853,47,294.745,46.177,49.346,455356,86,442529,85,396255,86,109155.67,6.89,23.97,8.05,112753.21,7.41,25.48,8.72
NA,TrunV-H2O2-TS,0min-H2O2,CTA1-GFP-yH299.fcs,CTA1-GFP-yH299,Experiment,None,,cell,FSC-H,FSC-W,28073,47,597.298,93.577,93.577,521663,107,492576,95,414571,86,159432.97,43.87,30.56,40.95,164964.45,17.79,33.49,18.73
NA,TrunV-H2O2-TS,0min-H2O2,yH324-2V.fcs,yH324-2V,Experiment,None,N/A,All Events,N/A,N/A,30000,51,588.235,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NA,TrunV-H2O2-TS,0min-H2O2,yH324-2V.fcs,yH324-2V,Experiment,None,,cell,FSC-H,SSC-H,27622,51,541.608,92.073,92.073,522432,138460,492087,126943,408490,121898,164588.02,53557.61,31.50,38.68,174151.38,43721.13,35.39,34.44
NA,TrunV-H2O2-TS,0min-H2O2,yH324-2V.fcs,yH324-2V,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,13502,51,264.745,45.007,100.000,448182,469755,435625,452118,404424,416928,110161.59,131784.25,24.58,28.05,112096.42,139992.28,25.73,30.96
NA,TrunV-H2O2-TS,0min-H2O2,yH324-2V.fcs,yH324-2V,Experiment,None,,single cell,FSC-H,FSC-A,13502,51,264.745,45.007,45.007,448182,469755,435625,452118,404424,416928,110161.59,131784.25,24.58,28.05,112096.42,139992.28,25.73,30.96
NA,TrunV-H2O2-TS,0min-H2O2,yH324-2V.fcs,yH324-2V,Experiment,None,,CTA1-GFP,BL1-H,,13502,51,264.745,45.007,45.007,2120,N/A,1904,N/A,1711,N/A,1183.21,N/A,55.82,N/A,816.91,N/A,42.91,N/A
NA,TrunV-H2O2-TS,0min-H2O2,yH324-2V.fcs,yH324-2V,Experiment,None,,single cell,FSC-H,FSC-W,13502,51,264.745,45.007,48.881,448182,86,435625,85,404424,86,110161.59,6.80,24.58,7.93,112096.42,7.41,25.73,8.72
