Plate,Experiment,Group,Filename,Sample,Workspace,Compensation Source,Plot Title,Gate,X Parameter,Y Parameter,Count,Volume,Concentration,%Total,%Gated,X Mean,Y Mean,X Median,Y Median,X Peak,Y Peak,X SD,Y SD,X %CV,Y %CV,X rSD,Y rSD,X %rCV,Y %rCV
d013024-0min-OA-R3,0min,0min,A1.fcs,A1,Experiment,None,N/A,All Events,N/A,N/A,10000,12,833.333,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d013024-0min-OA-R3,0min,0min,A1.fcs,A1,Experiment,None,,cell,FSC-H,SSC-H,9554,12,796.167,95.540,95.540,525219,108756,500694,99553,433245,99301,149392.22,44451.02,28.44,40.87,147509.06,31468.18,29.46,31.61
d013024-0min-OA-R3,0min,0min,A1.fcs,A1,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,5107,12,425.583,51.070,99.961,477689,486596,466465,472564,433165,449516,111633.22,126089.50,23.37,25.91,113641.29,129853.52,24.36,27.48
d013024-0min-OA-R3,0min,0min,A1.fcs,A1,Experiment,None,,single cell,FSC-H,FSC-A,5109,12,425.750,51.090,51.090,477739,486680,466465,472573,433165,449516,111712.05,126148.73,23.38,25.92,113641.29,129899.48,24.36,27.49
d013024-0min-OA-R3,0min,0min,A1.fcs,A1,Experiment,None,,CTA1-GFP,BL1-H,,5107,12,425.583,51.070,51.070,2383,N/A,2158,N/A,1988,N/A,1200.31,N/A,50.38,N/A,953.31,N/A,44.18,N/A
d013024-0min-OA-R3,0min,0min,A1.fcs,A1,Experiment,None,,single cell,FSC-H,FSC-W,5109,12,425.750,51.090,53.475,477739,88,466465,87,433165,87,111712.05,7.71,23.38,8.76,113641.29,7.41,24.36,8.52
d013024-0min-OA-R3,0min,0min,A1.fcs,A1,Experiment,None,,cell,FSC-H,FSC-W,9554,12,796.167,95.540,95.540,525219,107,500694,97,433245,87,149392.22,32.94,28.44,30.85,147509.06,17.79,29.46,18.34
d013024-0min-OA-R3,0min,0min,A1.fcs,A1,Experiment,None,,Voltage,BL1-H,,2771,12,230.917,27.710,27.710,4500,N/A,4189,N/A,3302,N/A,1081.24,N/A,24.03,N/A,994.82,N/A,23.75,N/A
d013024-0min-OA-R3,0min,0min,A2.fcs,A2,Experiment,None,N/A,All Events,N/A,N/A,30000,33,909.091,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d013024-0min-OA-R3,0min,0min,A2.fcs,A2,Experiment,None,,cell,FSC-H,SSC-H,28155,33,853.182,93.850,93.850,516531,115352,486651,105830,439318,89061,157712.51,46423.06,30.53,40.24,150832.31,34946.36,30.99,33.02
d013024-0min-OA-R3,0min,0min,A2.fcs,A2,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,13585,33,411.667,45.283,99.963,459971,471312,447475,453472,439257,394083,111297.63,130350.65,24.20,27.66,107285.38,129081.08,23.98,28.47
d013024-0min-OA-R3,0min,0min,A2.fcs,A2,Experiment,None,,single cell,FSC-H,FSC-A,13590,33,411.818,45.300,45.300,460081,471444,447501,453518,439257,394083,111448.28,130515.74,24.22,27.68,107308.36,129152.25,23.98,28.48
d013024-0min-OA-R3,0min,0min,A2.fcs,A2,Experiment,None,,CTA1-GFP,BL1-H,,13585,33,411.667,45.283,45.283,2264,N/A,2091,N/A,2087,N/A,1066.00,N/A,47.08,N/A,892.53,N/A,42.68,N/A
d013024-0min-OA-R3,0min,0min,A2.fcs,A2,Experiment,None,,single cell,FSC-H,FSC-W,13590,33,411.818,45.300,48.269,460081,87,447501,86,439257,86,111448.28,7.83,24.22,9.04,107308.36,7.41,23.98,8.62
d013024-0min-OA-R3,0min,0min,A2.fcs,A2,Experiment,None,,cell,FSC-H,FSC-W,28155,33,853.182,93.850,93.850,516531,110,486651,98,439318,86,157712.51,37.72,30.53,34.29,150832.31,22.24,30.99,22.69
d013024-0min-OA-R3,0min,0min,A2.fcs,A2,Experiment,None,,Voltage,BL1-H,,7685,33,232.879,25.617,25.617,4495,N/A,4180,N/A,3304,N/A,1070.93,N/A,23.83,N/A,957.76,N/A,22.91,N/A
