Plate,Experiment,Group,Filename,Sample,Workspace,Compensation Source,Plot Title,Gate,X Parameter,Y Parameter,Count,Volume,Concentration,%Total,%Gated,X Mean,Y Mean,X Median,Y Median,X Peak,Y Peak,X SD,Y SD,X %CV,Y %CV,X rSD,Y rSD,X %rCV,Y %rCV
d012624-0min-OA-R1,0min,0min,A1.fcs,A1,Experiment,None,N/A,All Events,N/A,N/A,10000,10,1000.000,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d012624-0min-OA-R1,0min,0min,A1.fcs,A1,Experiment,None,,cell,FSC-H,SSC-H,9540,10,954.000,95.400,95.400,526541,112649,503270,105419,498720,95212,147394.58,41647.27,27.99,36.97,142536.42,30559.35,28.32,28.99
d012624-0min-OA-R1,0min,0min,A1.fcs,A1,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,5138,10,513.800,51.380,99.961,481605,490909,472098,477663,498818,443626,111331.69,126465.72,23.12,25.76,112389.97,127287.14,23.81,26.65
d012624-0min-OA-R1,0min,0min,A1.fcs,A1,Experiment,None,,single cell,FSC-H,FSC-A,5140,10,514.000,51.400,51.400,481741,491071,472162,477734,498818,443626,111523.48,126705.07,23.15,25.80,112392.20,127368.68,23.80,26.66
d012624-0min-OA-R1,0min,0min,A1.fcs,A1,Experiment,None,,CTA1-GFP,BL1-H,,5138,10,513.800,51.380,51.380,3014,N/A,2793,N/A,2888,N/A,1337.30,N/A,44.36,N/A,1150.50,N/A,41.20,N/A
d012624-0min-OA-R1,0min,0min,A1.fcs,A1,Experiment,None,,single cell,FSC-H,FSC-W,5140,10,514.000,51.400,53.878,481741,88,472162,87,498818,86,111523.48,7.78,23.15,8.82,112392.20,7.41,23.80,8.52
d012624-0min-OA-R1,0min,0min,A1.fcs,A1,Experiment,None,,cell,FSC-H,FSC-W,9540,10,954.000,95.400,95.400,526541,106,503270,97,498720,86,147394.58,32.20,27.99,30.26,142536.42,17.79,28.32,18.34
d012624-0min-OA-R1,0min,0min,A1.fcs,A1,Experiment,None,,Voltage,BL1-H,,4230,10,423.000,42.300,42.300,4554,N/A,4283,N/A,3487,N/A,1069.72,N/A,23.49,N/A,1013.36,N/A,23.66,N/A
d012624-0min-OA-R1,0min,0min,A2.fcs,A2,Experiment,None,N/A,All Events,N/A,N/A,30000,30,1000.000,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d012624-0min-OA-R1,0min,0min,A2.fcs,A2,Experiment,None,,cell,FSC-H,SSC-H,28605,30,953.500,95.350,95.350,486226,113294,466106,104874,449597,99293,163707.99,44496.66,33.67,39.28,151308.22,33453.39,32.46,31.90
d012624-0min-OA-R1,0min,0min,A2.fcs,A2,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,13541,30,451.367,45.137,99.978,446940,459941,438969,446474,449591,465981,105773.40,123736.14,23.67,26.90,104337.97,125599.94,23.77,28.13
d012624-0min-OA-R1,0min,0min,A2.fcs,A2,Experiment,None,,single cell,FSC-H,FSC-A,13544,30,451.467,45.147,45.147,447016,460041,438982,446517,449591,465981,105887.79,123904.35,23.69,26.93,104356.51,125682.22,23.77,28.15
d012624-0min-OA-R1,0min,0min,A2.fcs,A2,Experiment,None,,CTA1-GFP,BL1-H,,13541,30,451.367,45.137,45.137,2351,N/A,2178,N/A,2331,N/A,1080.10,N/A,45.94,N/A,922.18,N/A,42.34,N/A
d012624-0min-OA-R1,0min,0min,A2.fcs,A2,Experiment,None,,single cell,FSC-H,FSC-W,13544,30,451.467,45.147,47.348,447016,87,438982,86,449591,86,105887.79,7.45,23.69,8.59,104356.51,7.41,23.77,8.62
d012624-0min-OA-R1,0min,0min,A2.fcs,A2,Experiment,None,,cell,FSC-H,FSC-W,28605,30,953.500,95.350,95.350,486226,107,466106,96,449597,86,163707.99,36.18,33.67,33.70,151308.22,19.27,32.46,20.08
d012624-0min-OA-R1,0min,0min,A2.fcs,A2,Experiment,None,,Voltage,BL1-H,,8042,30,268.067,26.807,26.807,4449,N/A,4135,N/A,3486,N/A,1052.29,N/A,23.65,N/A,911.06,N/A,22.04,N/A
d012624-0min-OA-R1,0min,0min,B1.fcs,B1,Experiment,None,N/A,All Events,N/A,N/A,30000,29,1034.483,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d012624-0min-OA-R1,0min,0min,B1.fcs,B1,Experiment,None,,cell,FSC-H,SSC-H,28179,29,971.690,93.930,93.930,531864,119951,508276,112827,453587,121814,154158.12,43749.39,28.98,36.47,154104.41,34750.66,30.32,30.80
d012624-0min-OA-R1,0min,0min,B1.fcs,B1,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,13870,29,478.276,46.233,99.942,474302,485207,464764,470231,453689,426951,110540.78,129345.37,23.31,26.66,111405.53,133065.57,23.97,28.30
d012624-0min-OA-R1,0min,0min,B1.fcs,B1,Experiment,None,,single cell,FSC-H,FSC-A,13878,29,478.552,46.260,46.260,474510,485447,464904,470315,453689,426951,110851.11,129698.91,23.36,26.72,111601.23,133189.37,24.01,28.32
d012624-0min-OA-R1,0min,0min,B1.fcs,B1,Experiment,None,,CTA1-GFP,BL1-H,,13870,29,478.276,46.233,46.233,3268,N/A,3041,N/A,3097,N/A,1442.34,N/A,44.14,N/A,1237.23,N/A,40.69,N/A
d012624-0min-OA-R1,0min,0min,B1.fcs,B1,Experiment,None,,single cell,FSC-H,FSC-W,13878,29,478.552,46.260,49.249,474510,87,464904,86,453689,87,110851.11,7.87,23.36,8.99,111601.23,7.41,24.01,8.62
d012624-0min-OA-R1,0min,0min,B1.fcs,B1,Experiment,None,,cell,FSC-H,FSC-W,28179,29,971.690,93.930,93.930,531864,110,508276,99,453587,87,154158.12,36.38,28.98,33.14,154104.41,22.24,30.32,22.46
d012624-0min-OA-R1,0min,0min,B1.fcs,B1,Experiment,None,,Voltage,BL1-H,,14706,29,507.103,49.020,49.020,4681,N/A,4406,N/A,3393,N/A,1118.69,N/A,23.90,N/A,1122.33,N/A,25.47,N/A
d012624-0min-OA-R1,0min,0min,B2.fcs,B2,Experiment,None,N/A,All Events,N/A,N/A,30000,29,1034.483,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d012624-0min-OA-R1,0min,0min,B2.fcs,B2,Experiment,None,,cell,FSC-H,SSC-H,27915,29,962.586,93.050,93.050,512049,114925,488958,106513,431164,85015,162726.45,47406.69,31.78,41.25,158446.94,36086.48,32.41,33.88
