Plate,Experiment,Group,Filename,Sample,Workspace,Compensation Source,Plot Title,Gate,X Parameter,Y Parameter,Count,Volume,Concentration,%Total,%Gated,X Mean,Y Mean,X Median,Y Median,X Peak,Y Peak,X SD,Y SD,X %CV,Y %CV,X rSD,Y rSD,X %rCV,Y %rCV
d011824-0min-Rev2468-R2,0min,0min,A1.fcs,A1,Experiment,None,N/A,All Events,N/A,N/A,10000,12,833.333,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d011824-0min-Rev2468-R2,0min,0min,A1.fcs,A1,Experiment,None,,cell,FSC-H,SSC-H,9642,12,803.500,96.420,96.420,527076,112166,504309,104885,449540,105477,146643.81,42323.84,27.82,37.73,143305.15,31716.52,28.42,30.24
d011824-0min-Rev2468-R2,0min,0min,A1.fcs,A1,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,5181,12,431.750,51.810,100.000,485774,493875,475148,479668,451665,457937,111544.72,126330.16,22.96,25.58,114010.46,129700.81,23.99,27.04
d011824-0min-Rev2468-R2,0min,0min,A1.fcs,A1,Experiment,None,,single cell,FSC-H,FSC-A,5181,12,431.750,51.810,51.810,485774,493875,475148,479668,451665,457937,111544.72,126330.16,22.96,25.58,114010.46,129700.81,23.99,27.04
d011824-0min-Rev2468-R2,0min,0min,A1.fcs,A1,Experiment,None,,CTA1-GFP,BL1-H,,5181,12,431.750,51.810,51.810,2731,N/A,2513,N/A,2954,N/A,1309.02,N/A,47.93,N/A,1135.67,N/A,45.19,N/A
d011824-0min-Rev2468-R2,0min,0min,A1.fcs,A1,Experiment,None,,single cell,FSC-H,FSC-W,5181,12,431.750,51.810,53.734,485774,88,475148,87,451665,86,111544.72,7.76,22.96,8.80,114010.46,7.41,23.99,8.52
d011824-0min-Rev2468-R2,0min,0min,A1.fcs,A1,Experiment,None,,cell,FSC-H,FSC-W,9642,12,803.500,96.420,96.420,527076,106,504309,97,449540,86,146643.81,31.09,27.82,29.35,143305.15,17.79,28.42,18.34
d011824-0min-Rev2468-R2,0min,0min,A1.fcs,A1,Experiment,None,,Voltage,BL1-H,,3568,12,297.333,35.680,35.680,4506,N/A,4220,N/A,3350,N/A,1046.07,N/A,23.22,N/A,957.76,N/A,22.70,N/A
d011824-0min-Rev2468-R2,0min,0min,A2.fcs,A2,Experiment,None,N/A,All Events,N/A,N/A,30000,36,833.333,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d011824-0min-Rev2468-R2,0min,0min,A2.fcs,A2,Experiment,None,,cell,FSC-H,SSC-H,28471,36,790.861,94.903,94.903,534988,119018,512622,112380,424979,97301,150083.78,41804.04,28.05,35.12,149475.73,33423.73,29.16,29.74
