Plate,Experiment,Group,Filename,Sample,Workspace,Compensation Source,Plot Title,Gate,X Parameter,Y Parameter,Count,Volume,Concentration,%Total,%Gated,X Mean,Y Mean,X Median,Y Median,X Peak,Y Peak,X SD,Y SD,X %CV,Y %CV,X rSD,Y rSD,X %rCV,Y %rCV
d011724-0min-Rev2468-R1,0min,0min,A1.fcs,A1,Experiment,None,N/A,All Events,N/A,N/A,10000,11,909.091,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d011724-0min-Rev2468-R1,0min,0min,A1.fcs,A1,Experiment,None,,cell,FSC-H,SSC-H,9642,11,876.545,96.420,96.420,529552,111890,506814,105510,482505,115698,148778.24,40841.00,28.10,36.50,142806.25,31769.15,28.18,30.11
d011724-0min-Rev2468-R1,0min,0min,A1.fcs,A1,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,5321,11,483.727,53.210,99.962,487539,497021,475794,479442,431111,423088,113026.99,129463.68,23.18,26.05,112176.48,129770.49,23.58,27.07
d011724-0min-Rev2468-R1,0min,0min,A1.fcs,A1,Experiment,None,,single cell,FSC-H,FSC-A,5323,11,483.909,53.230,53.230,487639,497159,475833,479458,431111,423088,113133.26,129635.46,23.20,26.08,112306.95,129797.18,23.60,27.07
d011724-0min-Rev2468-R1,0min,0min,A1.fcs,A1,Experiment,None,,CTA1-GFP,BL1-H,,5321,11,483.727,53.210,53.210,2875,N/A,2655,N/A,3395,N/A,1401.23,N/A,48.73,N/A,1174.22,N/A,44.23,N/A
d011724-0min-Rev2468-R1,0min,0min,A1.fcs,A1,Experiment,None,,single cell,FSC-H,FSC-W,5323,11,483.909,53.230,55.206,487639,87,475833,85,431111,86,113133.26,8.16,23.20,9.40,112306.95,7.41,23.60,8.72
d011724-0min-Rev2468-R1,0min,0min,A1.fcs,A1,Experiment,None,,cell,FSC-H,FSC-W,9642,11,876.545,96.420,96.420,529552,104,506814,95,482505,86,148778.24,32.35,28.10,30.97,142806.25,17.79,28.18,18.73
d011724-0min-Rev2468-R1,0min,0min,A1.fcs,A1,Experiment,None,,Voltage,BL1-H,,3845,11,349.545,38.450,38.450,4526,N/A,4245,N/A,3395,N/A,1068.67,N/A,23.61,N/A,991.86,N/A,23.37,N/A
d011724-0min-Rev2468-R1,0min,0min,A2.fcs,A2,Experiment,None,N/A,All Events,N/A,N/A,30000,32,937.500,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d011724-0min-Rev2468-R1,0min,0min,A2.fcs,A2,Experiment,None,,cell,FSC-H,SSC-H,27929,32,872.781,93.097,93.097,552453,121071,529945,114545,486242,119752,152851.05,43119.71,27.67,35.62,156870.94,33816.62,29.60,29.52
d011724-0min-Rev2468-R1,0min,0min,A2.fcs,A2,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,14081,32,440.031,46.937,99.901,493323,507538,484377,492511,490373,437314,111806.82,133624.33,22.66,26.33,114028.25,139918.89,23.54,28.41
d011724-0min-Rev2468-R1,0min,0min,A2.fcs,A2,Experiment,None,,single cell,FSC-H,FSC-A,14095,32,440.469,46.983,46.983,493635,507933,484616,492694,490373,437314,112201.77,134154.10,22.73,26.41,114301.04,140230.24,23.59,28.46
d011724-0min-Rev2468-R1,0min,0min,A2.fcs,A2,Experiment,None,,CTA1-GFP,BL1-H,,14081,32,440.031,46.937,46.937,2984,N/A,2764,N/A,3282,N/A,1335.27,N/A,44.75,N/A,1163.84,N/A,42.11,N/A
d011724-0min-Rev2468-R1,0min,0min,A2.fcs,A2,Experiment,None,,single cell,FSC-H,FSC-W,14095,32,440.469,46.983,50.467,493635,87,484616,86,490373,86,112201.77,8.52,22.73,9.80,114301.04,8.90,23.59,10.34
d011724-0min-Rev2468-R1,0min,0min,A2.fcs,A2,Experiment,None,,cell,FSC-H,FSC-W,27929,32,872.781,93.097,93.097,552453,109,529945,98,486242,86,152851.05,36.71,27.67,33.56,156870.94,22.24,29.60,22.69
d011724-0min-Rev2468-R1,0min,0min,A2.fcs,A2,Experiment,None,,Voltage,BL1-H,,12987,32,405.844,43.290,43.290,4611,N/A,4322,N/A,3257,N/A,1107.31,N/A,24.02,N/A,1067.47,N/A,24.70,N/A
d011724-0min-Rev2468-R1,0min,0min,B1.fcs,B1,Experiment,None,N/A,All Events,N/A,N/A,30000,34,882.353,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d011724-0min-Rev2468-R1,0min,0min,B1.fcs,B1,Experiment,None,,cell,FSC-H,SSC-H,28166,34,828.412,93.887,93.887,543561,119904,518869,113102,461709,121864,151812.15,43355.58,27.93,36.16,149967.21,33425.22,28.90,29.55
d011724-0min-Rev2468-R1,0min,0min,B1.fcs,B1,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,14940,34,439.412,49.800,99.913,485593,499244,475890,483579,488465,494656,109035.09,130284.05,22.45,26.10,109382.52,134325.78,22.98,27.78
d011724-0min-Rev2468-R1,0min,0min,B1.fcs,B1,Experiment,None,,single cell,FSC-H,FSC-A,14953,34,439.794,49.843,49.843,485899,499597,475977,483725,488465,494656,109483.77,130785.17,22.53,26.18,109472.22,134623.04,23.00,27.83
d011724-0min-Rev2468-R1,0min,0min,B1.fcs,B1,Experiment,None,,CTA1-GFP,BL1-H,,14940,34,439.412,49.800,49.800,2982,N/A,2798,N/A,3282,N/A,1279.17,N/A,42.90,N/A,1126.78,N/A,40.27,N/A
d011724-0min-Rev2468-R1,0min,0min,B1.fcs,B1,Experiment,None,,single cell,FSC-H,FSC-W,14953,34,439.794,49.843,53.089,485899,87,475977,85,488465,86,109483.77,8.37,22.53,9.65,109472.22,8.90,23.00,10.47
d011724-0min-Rev2468-R1,0min,0min,B1.fcs,B1,Experiment,None,,cell,FSC-H,FSC-W,28166,34,828.412,93.887,93.887,543561,108,518869,96,461709,86,151812.15,35.46,27.93,32.98,149967.21,20.76,28.90,21.62
d011724-0min-Rev2468-R1,0min,0min,B1.fcs,B1,Experiment,None,,Voltage,BL1-H,,13045,34,383.676,43.483,43.483,4562,N/A,4270,N/A,3259,N/A,1084.14,N/A,23.77,N/A,1012.62,N/A,23.71,N/A
d011724-0min-Rev2468-R1,0min,0min,B2.fcs,B2,Experiment,None,N/A,All Events,N/A,N/A,30000,40,750.000,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d011724-0min-Rev2468-R1,0min,0min,B2.fcs,B2,Experiment,None,,cell,FSC-H,SSC-H,27615,40,690.375,92.050,92.050,560173,122825,536413,116350,465853,119814,152182.87,42711.07,27.17,34.77,155758.99,34181.34,29.04,29.38
d011724-0min-Rev2468-R1,0min,0min,B2.fcs,B2,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,14304,40,357.600,47.680,99.958,497877,513603,487195,496384,449484,435164,108266.12,129956.71,21.75,25.30,109553.76,135396.96,22.49,27.28
d011724-0min-Rev2468-R1,0min,0min,B2.fcs,B2,Experiment,None,,single cell,FSC-H,FSC-A,14310,40,357.750,47.700,47.700,498023,513770,487259,496421,449484,435164,108479.59,130183.65,21.78,25.34,109648.65,135461.45,22.50,27.29
d011724-0min-Rev2468-R1,0min,0min,B2.fcs,B2,Experiment,None,,CTA1-GFP,BL1-H,,14304,40,357.600,47.680,47.680,3107,N/A,2883,N/A,3363,N/A,1344.35,N/A,43.27,N/A,1163.84,N/A,40.37,N/A
d011724-0min-Rev2468-R1,0min,0min,B2.fcs,B2,Experiment,None,,single cell,FSC-H,FSC-W,14310,40,357.750,47.700,51.820,498023,88,487259,86,449484,86,108479.59,8.39,21.78,9.57,109648.65,8.90,22.50,10.34
d011724-0min-Rev2468-R1,0min,0min,B2.fcs,B2,Experiment,None,,cell,FSC-H,FSC-W,27615,40,690.375,92.050,92.050,560173,108,536413,98,465853,86,152182.87,34.58,27.17,31.90,155758.99,20.76,29.04,21.18
