Plate,Experiment,Group,Filename,Sample,Workspace,Compensation Source,Plot Title,Gate,X Parameter,Y Parameter,Count,Volume,Concentration,%Total,%Gated,X Mean,Y Mean,X Median,Y Median,X Peak,Y Peak,X SD,Y SD,X %CV,Y %CV,X rSD,Y rSD,X %rCV,Y %rCV
d060621-0min-0Pi-M24KO,0min,0min,A1.fcs,A1,Experiment,None,N/A,All Events,N/A,N/A,30000,37,810.811,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d060621-0min-0Pi-M24KO,0min,0min,A1.fcs,A1,Experiment,None,,cell,FSC-H,SSC-H,28567,37,772.081,95.223,95.223,488496,134085,457563,123449,406504,121871,152709.69,51538.90,31.26,38.44,146300.00,39053.17,31.97,31.64
d060621-0min-0Pi-M24KO,0min,0min,A1.fcs,A1,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,16582,37,448.162,55.273,99.892,451837,470965,433626,446799,406527,394211,115385.64,137123.38,25.54,29.12,111136.44,134242.76,25.63,30.05
d060621-0min-0Pi-M24KO,0min,0min,A1.fcs,A1,Experiment,None,,single cell,FSC-H,FSC-A,16600,37,448.649,55.333,55.333,452164,471425,433854,446977,406527,394211,115792.79,137775.17,25.61,29.23,111375.88,134425.12,25.67,30.07
d060621-0min-0Pi-M24KO,0min,0min,A1.fcs,A1,Experiment,None,,CTA1-GFP,BL1-H,,16582,37,448.162,55.273,55.273,8364,N/A,7353,N/A,7020,N/A,4387.88,N/A,52.46,N/A,3409.24,N/A,46.37,N/A
d060621-0min-0Pi-M24KO,0min,0min,A1.fcs,A1,Experiment,None,,single cell,FSC-H,FSC-W,16600,37,448.649,55.333,58.109,452164,86,433854,85,406527,86,115792.79,8.00,25.61,9.27,111375.88,7.41,25.67,8.72
d060621-0min-0Pi-M24KO,0min,0min,A1.fcs,A1,Experiment,None,,cell,FSC-H,FSC-W,28567,37,772.081,95.223,95.223,488496,104,457563,93,406504,86,152709.69,41.47,31.26,40.06,146300.00,16.31,31.97,17.54
d060621-0min-0Pi-M24KO,0min,0min,A2.fcs,A2,Experiment,None,N/A,All Events,N/A,N/A,30000,46,652.174,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d060621-0min-0Pi-M24KO,0min,0min,A2.fcs,A2,Experiment,None,,cell,FSC-H,SSC-H,28744,46,624.870,95.813,95.813,530766,137223,502411,129894,463934,115717,141176.31,44843.57,26.60,32.68,135218.31,36775.89,26.91,28.31
d060621-0min-0Pi-M24KO,0min,0min,A2.fcs,A2,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,16888,46,367.130,56.293,99.888,484441,508748,470935,488545,463947,433272,104300.86,128640.51,21.53,25.29,100927.25,127448.00,21.43,26.09
d060621-0min-0Pi-M24KO,0min,0min,A2.fcs,A2,Experiment,None,,single cell,FSC-H,FSC-A,16907,46,367.543,56.357,56.357,484768,509203,471055,488764,463947,433272,104711.99,129285.55,21.60,25.39,101165.21,127774.91,21.48,26.14
d060621-0min-0Pi-M24KO,0min,0min,A2.fcs,A2,Experiment,None,,CTA1-GFP,BL1-H,,16888,46,367.130,56.293,56.293,4702,N/A,4304,N/A,5226,N/A,2336.87,N/A,49.70,N/A,2012.63,N/A,46.77,N/A
