Plate,Experiment,Group,Filename,Sample,Workspace,Compensation Source,Plot Title,Gate,X Parameter,Y Parameter,Count,Volume,Concentration,%Total,%Gated,X Mean,Y Mean,X Median,Y Median,X Peak,Y Peak,X SD,Y SD,X %CV,Y %CV,X rSD,Y rSD,X %rCV,Y %rCV
d062721-0min-H2O2-M24KO-R4,0min,0min,A1.fcs,A1,Experiment,None,N/A,All Events,N/A,N/A,30000,30,1000.000,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d062721-0min-H2O2-M24KO-R4,0min,0min,A1.fcs,A1,Experiment,None,,cell,FSC-H,SSC-H,27783,30,926.100,92.610,92.610,494743,134536,464363,123595,414689,123860,157649.05,52815.43,31.86,39.26,154796.78,40615.83,33.34,32.86
d062721-0min-H2O2-M24KO-R4,0min,0min,A1.fcs,A1,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,15974,30,532.467,53.247,99.869,457580,477336,437485,451034,414689,420682,119890.50,142490.10,26.20,29.85,117520.51,141320.69,26.86,31.33
d062721-0min-H2O2-M24KO-R4,0min,0min,A1.fcs,A1,Experiment,None,,single cell,FSC-H,FSC-A,15995,30,533.167,53.317,53.317,457916,477857,437610,451309,414689,420682,120259.67,143160.19,26.26,29.96,117749.57,141574.95,26.91,31.37
d062721-0min-H2O2-M24KO-R4,0min,0min,A1.fcs,A1,Experiment,None,,CTA1-GFP,BL1-H,,15974,30,532.467,53.247,53.247,8149,N/A,6896,N/A,7352,N/A,4889.51,N/A,60.00,N/A,3536.74,N/A,51.29,N/A
d062721-0min-H2O2-M24KO-R4,0min,0min,A1.fcs,A1,Experiment,None,,single cell,FSC-H,FSC-W,15995,30,533.167,53.317,57.571,457916,85,437610,84,414689,86,120259.67,8.62,26.26,10.11,117749.57,8.90,26.91,10.59
d062721-0min-H2O2-M24KO-R4,0min,0min,A1.fcs,A1,Experiment,None,,cell,FSC-H,FSC-W,27783,30,926.100,92.610,92.610,494743,105,464363,91,414689,86,157649.05,47.00,31.86,44.88,154796.78,16.31,33.34,17.92
d062721-0min-H2O2-M24KO-R4,0min,0min,A2.fcs,A2,Experiment,None,N/A,All Events,N/A,N/A,30000,32,937.500,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d062721-0min-H2O2-M24KO-R4,0min,0min,A2.fcs,A2,Experiment,None,,cell,FSC-H,SSC-H,27948,32,873.375,93.160,93.160,509020,139388,479599,129796,406566,130074,151038.41,50668.47,29.67,36.35,151879.77,40224.42,31.67,30.99
d062721-0min-H2O2-M24KO-R4,0min,0min,A2.fcs,A2,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,16082,32,502.563,53.607,99.851,467615,490227,450240,466184,427094,457757,116765.60,140799.94,24.97,28.72,115584.24,142778.08,25.67,30.63
d062721-0min-H2O2-M24KO-R4,0min,0min,A2.fcs,A2,Experiment,None,,single cell,FSC-H,FSC-A,16106,32,503.313,53.687,53.687,467997,490815,450450,466475,427094,457757,117179.38,141558.88,25.04,28.84,115894.84,143155.41,25.73,30.69
d062721-0min-H2O2-M24KO-R4,0min,0min,A2.fcs,A2,Experiment,None,,CTA1-GFP,BL1-H,,16082,32,502.563,53.607,53.607,6129,N/A,5440,N/A,5579,N/A,3170.73,N/A,51.73,N/A,2576.02,N/A,47.35,N/A
d062721-0min-H2O2-M24KO-R4,0min,0min,A2.fcs,A2,Experiment,None,,single cell,FSC-H,FSC-W,16106,32,503.313,53.687,57.628,467997,86,450450,84,427094,86,117179.38,8.62,25.04,10.05,115894.84,8.90,25.73,10.59
d062721-0min-H2O2-M24KO-R4,0min,0min,A2.fcs,A2,Experiment,None,,cell,FSC-H,FSC-W,27948,32,873.375,93.160,93.160,509020,105,479599,92,406566,92,151038.41,46.46,29.67,44.06,151879.77,16.31,31.67,17.73
d062721-0min-H2O2-M24KO-R4,0min,0min,A3.fcs,A3,Experiment,None,N/A,All Events,N/A,N/A,30000,36,833.333,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d062721-0min-H2O2-M24KO-R4,0min,0min,A3.fcs,A3,Experiment,None,,cell,FSC-H,SSC-H,27796,36,772.111,92.653,92.653,519899,138954,490709,129069,429143,130072,156000.35,51033.08,30.01,36.73,158229.00,39642.50,32.24,30.71
d062721-0min-H2O2-M24KO-R4,0min,0min,A3.fcs,A3,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,16535,36,459.306,55.117,99.921,473657,496303,455370,470737,447494,402463,118190.60,142299.71,24.95,28.67,117415.99,143471.20,25.78,30.48
d062721-0min-H2O2-M24KO-R4,0min,0min,A3.fcs,A3,Experiment,None,,single cell,FSC-H,FSC-A,16548,36,459.667,55.160,55.160,473878,496615,455492,470812,447494,402463,118443.91,142698.46,24.99,28.73,117543.49,143678.76,25.81,30.52
d062721-0min-H2O2-M24KO-R4,0min,0min,A3.fcs,A3,Experiment,None,,CTA1-GFP,BL1-H,,16535,36,459.306,55.117,55.117,8159,N/A,7007,N/A,8539,N/A,4699.08,N/A,57.60,N/A,3442.60,N/A,49.13,N/A
d062721-0min-H2O2-M24KO-R4,0min,0min,A3.fcs,A3,Experiment,None,,single cell,FSC-H,FSC-W,16548,36,459.667,55.160,59.534,473878,86,455492,85,447494,86,118443.91,8.78,24.99,10.17,117543.49,8.90,25.81,10.47
d062721-0min-H2O2-M24KO-R4,0min,0min,A3.fcs,A3,Experiment,None,,cell,FSC-H,FSC-W,27796,36,772.111,92.653,92.653,519899,104,490709,92,429143,87,156000.35,43.09,30.01,41.30,158229.00,16.31,32.24,17.73
d062721-0min-H2O2-M24KO-R4,0min,0min,A4.fcs,A4,Experiment,None,N/A,All Events,N/A,N/A,30000,64,468.750,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d062721-0min-H2O2-M24KO-R4,0min,0min,A4.fcs,A4,Experiment,None,,cell,FSC-H,SSC-H,28658,64,447.781,95.527,95.527,527035,134703,501073,126855,437382,109585,144714.62,45465.15,27.46,33.75,144872.26,35884.85,28.91,28.29
d062721-0min-H2O2-M24KO-R4,0min,0min,A4.fcs,A4,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,18766,64,293.219,62.553,99.936,488752,509948,472691,486594,437327,453619,112798.87,135236.10,23.08,26.52,113653.15,137303.58,24.04,28.22
d062721-0min-H2O2-M24KO-R4,0min,0min,A4.fcs,A4,Experiment,None,,single cell,FSC-H,FSC-A,18778,64,293.406,62.593,62.593,488951,510214,472786,486684,437327,453619,113041.20,135603.20,23.12,26.58,113776.95,137462.22,24.07,28.24
d062721-0min-H2O2-M24KO-R4,0min,0min,A4.fcs,A4,Experiment,None,,CTA1-GFP,BL1-H,,18766,64,293.219,62.553,62.553,6236,N/A,5631,N/A,5961,N/A,3069.16,N/A,49.21,N/A,2501.89,N/A,44.43,N/A
d062721-0min-H2O2-M24KO-R4,0min,0min,A4.fcs,A4,Experiment,None,,single cell,FSC-H,FSC-W,18778,64,293.406,62.593,65.524,488951,87,472786,86,437327,86,113041.20,8.50,23.12,9.73,113776.95,8.90,24.07,10.34
d062721-0min-H2O2-M24KO-R4,0min,0min,A4.fcs,A4,Experiment,None,,cell,FSC-H,FSC-W,28658,64,447.781,95.527,95.527,527035,99,501073,92,437382,92,144714.62,30.74,27.46,30.98,144872.26,14.83,28.91,16.12
d062721-0min-H2O2-M24KO-R4,0min,0min,B1.fcs,B1,Experiment,None,N/A,All Events,N/A,N/A,30000,36,833.333,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d062721-0min-H2O2-M24KO-R4,0min,0min,B1.fcs,B1,Experiment,None,,cell,FSC-H,SSC-H,27722,36,770.056,92.407,92.407,497213,135177,464579,124192,416779,130065,157138.55,52434.91,31.60,38.79,151010.96,40113.22,32.50,32.30
d062721-0min-H2O2-M24KO-R4,0min,0min,B1.fcs,B1,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,16629,36,461.917,55.430,99.808,455411,476394,436919,450986,416852,375946,116968.56,140001.48,25.68,29.39,113630.91,138483.73,26.01,30.71
d062721-0min-H2O2-M24KO-R4,0min,0min,B1.fcs,B1,Experiment,None,,single cell,FSC-H,FSC-A,16661,36,462.806,55.537,55.537,456005,477219,437133,451376,416852,375946,117711.03,141157.74,25.81,29.58,113961.53,138934.44,26.07,30.78
d062721-0min-H2O2-M24KO-R4,0min,0min,B1.fcs,B1,Experiment,None,,CTA1-GFP,BL1-H,,16629,36,461.917,55.430,55.430,8751,N/A,7572,N/A,9309,N/A,5132.66,N/A,58.65,N/A,3522.66,N/A,46.52,N/A
d062721-0min-H2O2-M24KO-R4,0min,0min,B1.fcs,B1,Experiment,None,,single cell,FSC-H,FSC-W,16661,36,462.806,55.537,60.100,456005,85,437133,84,416852,86,117711.03,8.52,25.81,9.97,113961.53,8.90,26.07,10.59
d062721-0min-H2O2-M24KO-R4,0min,0min,B1.fcs,B1,Experiment,None,,cell,FSC-H,FSC-W,27722,36,770.056,92.407,92.407,497213,103,464579,91,416779,87,157138.55,43.14,31.60,41.86,151010.96,14.83,32.50,16.29
d062721-0min-H2O2-M24KO-R4,0min,0min,B2.fcs,B2,Experiment,None,N/A,All Events,N/A,N/A,30000,61,491.803,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d062721-0min-H2O2-M24KO-R4,0min,0min,B2.fcs,B2,Experiment,None,,cell,FSC-H,SSC-H,28467,61,466.672,94.890,94.890,514042,134301,483408,124828,441381,128015,148087.42,48620.07,28.81,36.20,146089.47,38734.41,30.22,31.03
d062721-0min-H2O2-M24KO-R4,0min,0min,B2.fcs,B2,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,19013,61,311.689,63.377,99.953,472978,494271,454618,469772,467906,402611,112467.49,134390.19,23.78,27.19,110274.30,133534.81,24.26,28.43
d062721-0min-H2O2-M24KO-R4,0min,0min,B2.fcs,B2,Experiment,None,,single cell,FSC-H,FSC-A,19022,61,311.836,63.407,63.407,473085,494443,454637,469913,467906,402611,112595.03,134614.86,23.80,27.23,110306.18,133642.30,24.26,28.44
d062721-0min-H2O2-M24KO-R4,0min,0min,B2.fcs,B2,Experiment,None,,CTA1-GFP,BL1-H,,19013,61,311.689,63.377,63.377,6299,N/A,5575,N/A,6915,N/A,3352.74,N/A,53.23,N/A,2625.68,N/A,47.10,N/A
d062721-0min-H2O2-M24KO-R4,0min,0min,B2.fcs,B2,Experiment,None,,single cell,FSC-H,FSC-W,19022,61,311.836,63.407,66.821,473085,87,454637,86,467906,86,112595.03,8.40,23.80,9.63,110306.18,8.90,24.26,10.34
d062721-0min-H2O2-M24KO-R4,0min,0min,B2.fcs,B2,Experiment,None,,cell,FSC-H,FSC-W,28467,61,466.672,94.890,94.890,514042,99,483408,91,441381,87,148087.42,31.20,28.81,31.56,146089.47,13.34,30.22,14.66
d062721-0min-H2O2-M24KO-R4,0min,0min,B3.fcs,B3,Experiment,None,N/A,All Events,N/A,N/A,30000,68,441.176,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d062721-0min-H2O2-M24KO-R4,0min,0min,B3.fcs,B3,Experiment,None,,cell,FSC-H,SSC-H,28046,68,412.441,93.487,93.487,533947,132433,504802,123290,431065,121887,154668.52,47459.23,28.97,35.84,155951.73,37787.03,30.89,30.65
d062721-0min-H2O2-M24KO-R4,0min,0min,B3.fcs,B3,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,18511,68,272.221,61.703,99.924,487302,507793,470503,484222,431045,422771,115776.48,138055.23,23.76,27.19,115046.79,139462.25,24.45,28.80
d062721-0min-H2O2-M24KO-R4,0min,0min,B3.fcs,B3,Experiment,None,,single cell,FSC-H,FSC-A,18525,68,272.426,61.750,61.750,487548,508108,470661,484353,431045,422771,116079.97,138478.38,23.81,27.25,115278.08,139543.79,24.49,28.81
d062721-0min-H2O2-M24KO-R4,0min,0min,B3.fcs,B3,Experiment,None,,CTA1-GFP,BL1-H,,18511,68,272.221,61.703,61.703,8884,N/A,7858,N/A,8252,N/A,4747.73,N/A,53.44,N/A,3472.25,N/A,44.19,N/A
d062721-0min-H2O2-M24KO-R4,0min,0min,B3.fcs,B3,Experiment,None,,single cell,FSC-H,FSC-W,18525,68,272.426,61.750,66.052,487548,88,470661,86,431045,86,116079.97,8.62,23.81,9.83,115278.08,8.90,24.49,10.34
d062721-0min-H2O2-M24KO-R4,0min,0min,B3.fcs,B3,Experiment,None,,cell,FSC-H,FSC-W,28046,68,412.441,93.487,93.487,533947,99,504802,92,431065,93,154668.52,30.11,28.97,30.26,155951.73,14.83,30.89,16.12
d062721-0min-H2O2-M24KO-R4,0min,0min,B4.fcs,B4,Experiment,None,N/A,All Events,N/A,N/A,30000,41,731.707,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d062721-0min-H2O2-M24KO-R4,0min,0min,B4.fcs,B4,Experiment,None,,cell,FSC-H,SSC-H,27996,41,682.829,93.320,93.320,534471,145731,510026,136346,406648,132047,148441.49,49804.38,27.77,34.18,156953.22,40533.54,30.77,29.73
d062721-0min-H2O2-M24KO-R4,0min,0min,B4.fcs,B4,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,16385,41,399.634,54.617,99.848,489667,513056,472059,489291,422860,414665,117374.06,141950.00,23.97,27.67,120286.30,147320.03,25.48,30.11
d062721-0min-H2O2-M24KO-R4,0min,0min,B4.fcs,B4,Experiment,None,,single cell,FSC-H,FSC-A,16410,41,400.244,54.700,54.700,490091,513676,472325,489552,422860,414665,117821.56,142732.29,24.04,27.79,120522.03,147489.05,25.52,30.13
