Plate,Experiment,Group,Filename,Sample,Workspace,Compensation Source,Plot Title,Gate,X Parameter,Y Parameter,Count,Volume,Concentration,%Total,%Gated,X Mean,Y Mean,X Median,Y Median,X Peak,Y Peak,X SD,Y SD,X %CV,Y %CV,X rSD,Y rSD,X %rCV,Y %rCV
NA,OL-0Pi-TS-R2,0min-0Pi,CTA1-GFP-yH298.fcs,CTA1-GFP-yH298,Experiment,None,N/A,All Events,N/A,N/A,30000,21,1428.571,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NA,OL-0Pi-TS-R2,0min-0Pi,CTA1-GFP-yH298.fcs,CTA1-GFP-yH298,Experiment,None,,cell,FSC-H,SSC-H,28894,21,1375.905,96.313,96.313,496696,121121,474240,113023,426952,117802,151179.10,46195.46,30.44,38.14,147355.61,34389.65,31.07,30.43
NA,OL-0Pi-TS-R2,0min-0Pi,CTA1-GFP-yH298.fcs,CTA1-GFP-yH298,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,14136,21,673.143,47.120,99.965,446572,459251,438084,445568,402532,437368,111854.81,130727.93,25.05,28.47,117918.59,139529.71,26.92,31.32
NA,OL-0Pi-TS-R2,0min-0Pi,CTA1-GFP-yH298.fcs,CTA1-GFP-yH298,Experiment,None,,single cell,FSC-H,FSC-A,14141,21,673.381,47.137,47.137,446613,459357,438097,445634,402532,437368,111872.83,130844.64,25.05,28.48,117928.97,139600.13,26.92,31.33
NA,OL-0Pi-TS-R2,0min-0Pi,CTA1-GFP-yH298.fcs,CTA1-GFP-yH298,Experiment,None,,CTA1-GFP,BL1-H,,14136,21,673.143,47.120,47.120,5924,N/A,5468,N/A,6057,N/A,2697.12,N/A,45.53,N/A,2281.72,N/A,41.73,N/A
NA,OL-0Pi-TS-R2,0min-0Pi,CTA1-GFP-yH298.fcs,CTA1-GFP-yH298,Experiment,None,,single cell,FSC-H,FSC-W,14141,21,673.381,47.137,48.941,446613,84,438097,83,402532,86,111872.83,6.77,25.05,8.07,117928.97,7.41,26.92,8.93
NA,OL-0Pi-TS-R2,0min-0Pi,CTA1-GFP-yH298.fcs,CTA1-GFP-yH298,Experiment,None,,cell,FSC-H,FSC-W,28894,21,1375.905,96.313,96.313,496696,112,474240,94,426952,86,151179.10,58.34,30.44,52.16,147355.61,17.79,31.07,18.93
NA,OL-0Pi-TS-R2,0min-0Pi,CTA1-GFP-yH299.fcs,CTA1-GFP-yH299,Experiment,None,N/A,All Events,N/A,N/A,30000,24,1250.000,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NA,OL-0Pi-TS-R2,0min-0Pi,CTA1-GFP-yH299.fcs,CTA1-GFP-yH299,Experiment,None,,cell,FSC-H,SSC-H,28929,24,1205.375,96.430,96.430,498607,122738,475005,114211,416852,111658,153088.83,46967.64,30.70,38.27,149806.35,35039.77,31.54,30.68
NA,OL-0Pi-TS-R2,0min-0Pi,CTA1-GFP-yH299.fcs,CTA1-GFP-yH299,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,14142,24,589.250,47.140,99.986,445662,458881,436367,444158,416674,422955,111526.48,130470.03,25.02,28.43,115460.44,136663.10,26.46,30.77
NA,OL-0Pi-TS-R2,0min-0Pi,CTA1-GFP-yH299.fcs,CTA1-GFP-yH299,Experiment,None,,single cell,FSC-H,FSC-A,14144,24,589.333,47.147,47.147,445686,458932,436388,444168,416674,422955,111536.78,130533.60,25.03,28.44,115492.31,136705.35,26.47,30.78
NA,OL-0Pi-TS-R2,0min-0Pi,CTA1-GFP-yH299.fcs,CTA1-GFP-yH299,Experiment,None,,CTA1-GFP,BL1-H,,14142,24,589.250,47.140,47.140,6836,N/A,6354,N/A,7727,N/A,2943.22,N/A,43.05,N/A,2507.82,N/A,39.47,N/A
NA,OL-0Pi-TS-R2,0min-0Pi,CTA1-GFP-yH299.fcs,CTA1-GFP-yH299,Experiment,None,,single cell,FSC-H,FSC-W,14144,24,589.333,47.147,48.892,445686,84,436388,83,416674,86,111536.78,6.75,25.03,8.02,115492.31,7.41,26.47,8.93
NA,OL-0Pi-TS-R2,0min-0Pi,CTA1-GFP-yH299.fcs,CTA1-GFP-yH299,Experiment,None,,cell,FSC-H,FSC-W,28929,24,1205.375,96.430,96.430,498607,112,475005,94,416852,86,153088.83,58.75,30.70,52.33,149806.35,17.79,31.54,18.93
NA,OL-0Pi-TS-R2,0min-0Pi,yH352-4OL.fcs,yH352-4OL,Experiment,None,N/A,All Events,N/A,N/A,30000,24,1250.000,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NA,OL-0Pi-TS-R2,0min-0Pi,yH352-4OL.fcs,yH352-4OL,Experiment,None,,cell,FSC-H,SSC-H,28827,24,1201.125,96.090,96.090,504561,125637,480535,116743,412812,117809,155023.44,48091.16,30.72,38.28,153913.15,36661.73,32.03,31.40
NA,OL-0Pi-TS-R2,0min-0Pi,yH352-4OL.fcs,yH352-4OL,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,13823,24,575.958,46.077,99.986,448881,462767,442078,450388,472143,453433,112975.01,132305.11,25.17,28.59,118815.56,141770.66,26.88,31.48
NA,OL-0Pi-TS-R2,0min-0Pi,yH352-4OL.fcs,yH352-4OL,Experiment,None,,single cell,FSC-H,FSC-A,13825,24,576.042,46.083,46.083,448893,462807,442091,450459,472143,453433,112971.46,132338.30,25.17,28.59,118824.46,141789.93,26.88,31.48
NA,OL-0Pi-TS-R2,0min-0Pi,yH352-4OL.fcs,yH352-4OL,Experiment,None,,CTA1-GFP,BL1-H,,13823,24,575.958,46.077,46.077,6919,N/A,6448,N/A,7022,N/A,2814.89,N/A,40.68,N/A,2418.12,N/A,37.50,N/A
NA,OL-0Pi-TS-R2,0min-0Pi,yH352-4OL.fcs,yH352-4OL,Experiment,None,,single cell,FSC-H,FSC-W,13825,24,576.042,46.083,47.959,448893,84,442091,83,472143,86,112971.46,6.87,25.17,8.16,118824.46,7.41,26.88,8.93
NA,OL-0Pi-TS-R2,0min-0Pi,yH352-4OL.fcs,yH352-4OL,Experiment,None,,cell,FSC-H,FSC-W,28827,24,1201.125,96.090,96.090,504561,113,480535,95,412812,87,155023.44,59.05,30.72,52.21,153913.15,19.27,32.03,20.29
NA,OL-0Pi-TS-R2,0min-0Pi,yH335-4OL.fcs,yH335-4OL,Experiment,None,N/A,All Events,N/A,N/A,30000,24,1250.000,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NA,OL-0Pi-TS-R2,0min-0Pi,yH335-4OL.fcs,yH335-4OL,Experiment,None,,cell,FSC-H,SSC-H,29085,24,1211.875,96.950,96.950,496975,123590,474953,115839,412771,119776,150832.28,46317.81,30.35,37.48,148606.93,35370.39,31.29,30.53
NA,OL-0Pi-TS-R2,0min-0Pi,yH335-4OL.fcs,yH335-4OL,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,14289,24,595.375,47.630,99.944,446801,460394,441061,448814,412812,447490,111163.39,130139.68,24.88,28.27,116456.75,139426.67,26.40,31.07
NA,OL-0Pi-TS-R2,0min-0Pi,yH335-4OL.fcs,yH335-4OL,Experiment,None,,single cell,FSC-H,FSC-A,14297,24,595.708,47.657,47.657,446891,460592,441168,449002,412812,447490,111208.34,130381.11,24.88,28.31,116533.84,139617.92,26.41,31.10
NA,OL-0Pi-TS-R2,0min-0Pi,yH335-4OL.fcs,yH335-4OL,Experiment,None,,CTA1-GFP,BL1-H,,14289,24,595.375,47.630,47.630,7008,N/A,6553,N/A,7247,N/A,2811.88,N/A,40.12,N/A,2429.98,N/A,37.08,N/A
NA,OL-0Pi-TS-R2,0min-0Pi,yH335-4OL.fcs,yH335-4OL,Experiment,None,,single cell,FSC-H,FSC-W,14297,24,595.708,47.657,49.156,446891,84,441168,84,412812,86,111208.34,6.76,24.88,8.03,116533.84,7.41,26.41,8.82
NA,OL-0Pi-TS-R2,0min-0Pi,yH335-4OL.fcs,yH335-4OL,Experiment,None,,cell,FSC-H,FSC-W,29085,24,1211.875,96.950,96.950,496975,111,474953,94,412771,86,150832.28,57.19,30.35,51.34,148606.93,17.79,31.29,18.93
