Plate,Experiment,Group,Filename,Sample,Workspace,Compensation Source,Plot Title,Gate,X Parameter,Y Parameter,Count,Volume,Concentration,%Total,%Gated,X Mean,Y Mean,X Median,Y Median,X Peak,Y Peak,X SD,Y SD,X %CV,Y %CV,X rSD,Y rSD,X %rCV,Y %rCV
NA,OL-H2O2-TS-R4,60min-2mM-H2O2,CTA1-GFP-yH298.fcs,CTA1-GFP-yH298,Experiment,None,N/A,All Events,N/A,N/A,30000,37,810.811,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NA,OL-H2O2-TS-R4,60min-2mM-H2O2,CTA1-GFP-yH298.fcs,CTA1-GFP-yH298,Experiment,None,,cell,FSC-H,SSC-H,25855,37,698.784,86.183,86.183,617537,160528,618669,152158,687017,144352,149774.20,49567.43,24.25,30.88,172270.70,42615.85,27.85,28.01
NA,OL-H2O2-TS-R4,60min-2mM-H2O2,CTA1-GFP-yH298.fcs,CTA1-GFP-yH298,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,9976,37,269.622,33.253,100.000,530926,559995,527614,557992,468058,467994,105284.62,127971.89,19.83,22.85,113744.33,145787.02,21.56,26.13
NA,OL-H2O2-TS-R4,60min-2mM-H2O2,CTA1-GFP-yH298.fcs,CTA1-GFP-yH298,Experiment,None,,single cell,FSC-H,FSC-A,9976,37,269.622,33.253,33.253,530926,559995,527614,557992,468058,467994,105284.62,127971.89,19.83,22.85,113744.33,145787.02,21.56,26.13
NA,OL-H2O2-TS-R4,60min-2mM-H2O2,CTA1-GFP-yH298.fcs,CTA1-GFP-yH298,Experiment,None,,CTA1-GFP,BL1-H,,9976,37,269.622,33.253,33.253,48294,N/A,47792,N/A,77273,N/A,30848.23,N/A,63.88,N/A,39084.30,N/A,81.78,N/A
NA,OL-H2O2-TS-R4,60min-2mM-H2O2,CTA1-GFP-yH298.fcs,CTA1-GFP-yH298,Experiment,None,,single cell,FSC-H,FSC-W,9976,37,269.622,33.253,38.584,530926,88,527614,88,468058,87,105284.62,7.01,19.83,7.96,113744.33,7.41,21.56,8.42
NA,OL-H2O2-TS-R4,60min-2mM-H2O2,CTA1-GFP-yH298.fcs,CTA1-GFP-yH298,Experiment,None,,cell,FSC-H,FSC-W,25855,37,698.784,86.183,86.183,617537,116,618669,104,687017,87,149774.20,46.99,24.25,40.48,172270.70,23.72,27.85,22.81
NA,OL-H2O2-TS-R4,60min-2mM-H2O2,CTA1-GFP-yH299.fcs,CTA1-GFP-yH299,Experiment,None,N/A,All Events,N/A,N/A,30000,33,909.091,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NA,OL-H2O2-TS-R4,60min-2mM-H2O2,CTA1-GFP-yH299.fcs,CTA1-GFP-yH299,Experiment,None,,cell,FSC-H,SSC-H,25493,33,772.515,84.977,84.977,640472,168975,650136,159220,736260,138171,143681.95,50493.34,22.43,29.88,159665.64,45711.52,24.56,28.71
NA,OL-H2O2-TS-R4,60min-2mM-H2O2,CTA1-GFP-yH299.fcs,CTA1-GFP-yH299,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,8940,33,270.909,29.800,99.989,546425,580397,549394,587248,590717,578630,104167.31,125272.47,19.06,21.58,119384.88,144857.43,21.73,24.67
NA,OL-H2O2-TS-R4,60min-2mM-H2O2,CTA1-GFP-yH299.fcs,CTA1-GFP-yH299,Experiment,None,,single cell,FSC-H,FSC-A,8941,33,270.939,29.803,29.803,546428,580420,549414,587269,590717,578630,104161.84,125283.81,19.06,21.59,119356.71,144906.36,21.72,24.67
NA,OL-H2O2-TS-R4,60min-2mM-H2O2,CTA1-GFP-yH299.fcs,CTA1-GFP-yH299,Experiment,None,,CTA1-GFP,BL1-H,,8940,33,270.909,29.800,29.800,61105,N/A,60850,N/A,64638,N/A,20307.87,N/A,33.23,N/A,18315.30,N/A,30.10,N/A
NA,OL-H2O2-TS-R4,60min-2mM-H2O2,CTA1-GFP-yH299.fcs,CTA1-GFP-yH299,Experiment,None,,single cell,FSC-H,FSC-W,8941,33,270.939,29.803,35.072,546428,89,549414,89,590717,87,104161.84,6.95,19.06,7.81,119356.71,7.41,21.72,8.33
